surah,verse,verse_id,translation,component_probability_00,component_probability_01,component_probability_02,component_probability_03,component_probability_04,component_probability_05,component_probability_06,component_probability_07,dominant_membership,membership_entropy
4,98,4:98,"Except for the oppressed among men, women and children who cannot devise a plan nor are they directed to a way -",1.2425079e-09,4.409555e-12,0.00011675562,0.0,0.00023397812,1.7319161e-08,0.047197543,0.95245373,7,0.19352493399295206
4,99,4:99,"For those it is expected that Allah will pardon them, and Allah is ever Pardoning and Forgiving.",4.5337802e-20,4.1421046e-14,0.27565303,0.0,3.0184724e-09,8.7538143e-10,0.5659875,0.15836187,6,0.9692013289998909
4,100,4:100,And whoever emigrates for the cause of Allah will find on the earth many [alternative] locations and abundance. And whoever leaves his home as an emigrant to Allah and His Messenger and then death overtakes him - his reward has already become incumbent upon Allah. And Allah is ever Forgiving and Merciful.,6.1828945e-12,1.6678149e-12,0.008298509,0.0,0.00019068348,2.4971731e-11,0.76992714,0.221583,6,0.57661793865617
4,101,4:101,"And when you travel throughout the land, there is no blame upon you for shortening the prayer, [especially] if you fear that those who disbelieve may disrupt [or attack] you. Indeed, the disbelievers are ever to you a clear enemy.",2.6328505e-15,5.6824865e-07,0.12802538,0.0,1.5355287e-08,3.8665635e-10,0.84775066,0.02422488,6,0.4933155785494663
4,102,4:102,"And when you are among them and lead them in prayer, let a group of them stand [in prayer] with you and let them carry their arms. And when they have prostrated, let them be [in position] behind you and have the other group come forward which has not [yet] prayed and let them pray with you, taking precaution and carrying their arms. Those who disbelieve wish that you would neglect your weapons and your baggage so they could come down upon you in one [single] attack. But there is no blame upon you, if you are troubled by rain or are ill, for putting down your arms, but take precaution. Indeed, Allah has prepared for the disbelievers a humiliating punishment.",7.980333e-16,1.1788574e-10,0.82453793,0.0,0.00013721114,7.0771433e-09,0.012032969,0.16329534,2,0.5094103078575944
4,103,4:103,"And when you have completed the prayer, remember Allah standing, sitting, or [lying] on your sides. But when you become secure, re-establish [regular] prayer. Indeed, prayer has been decreed upon the believers a decree of specified times.",1.238449e-07,2.5813858e-07,0.013236721,0.0,4.8418343e-07,4.1011447e-08,0.043100268,0.9436584,7,0.24749997979250632
4,104,4:104,"And do not weaken in pursuit of the enemy. If you should be suffering - so are they suffering as you are suffering, but you expect from Allah that which they expect not. And Allah is ever Knowing and Wise.",7.4748254e-20,3.4365422e-09,0.95130634,0.0,1.3388127e-06,2.6472893e-10,0.010475743,0.03821999,2,0.2200274695673825
4,105,4:105,"Indeed, We have revealed to you, [O Muhammad], the Book in truth so you may judge between the people by that which Allah has shown you. And do not be for the deceitful an advocate.",2.5623748e-35,3.1911766e-06,0.9995805,0.0,6.390216e-05,4.6845783e-10,4.3474538e-05,0.00030793413,2,0.004003450572404135
4,106,4:106,"And seek forgiveness of Allah. Indeed, Allah is ever Forgiving and Merciful.",1.1794683e-19,0.00426012,0.8220882,0.0,5.653193e-06,8.090432e-09,0.05278137,0.12086661,2,0.5950363329292431
4,107,4:107,"And do not argue on behalf of those who deceive themselves. Indeed, Allah loves not one who is a habitually sinful deceiver.",8.165489e-26,2.8379268e-11,0.99257386,0.0,9.052236e-05,4.196136e-11,0.0005140977,0.0068230433,2,0.04616415448670205
4,108,4:108,"They conceal [their evil intentions and deeds] from the people, but they cannot conceal [them] from Allah, and He is with them [in His knowledge] when they spend the night in such as He does not accept of speech. And ever is Allah, of what they do, encompassing.",9.397965e-16,1.6813115e-13,0.12147306,0.0,2.977965e-07,2.1697212e-12,0.0005317459,0.87799734,7,0.3743240656903996
4,109,4:109,"Here you are - those who argue on their behalf in [this] worldly life - but who will argue with Allah for them on the Day of Resurrection, or who will [then] be their representative?",2.1760783e-20,8.1306184e-10,0.9770736,0.0,2.7238553e-08,2.157066e-08,0.0071444893,0.015784249,2,0.12345108763323175
4,110,4:110,And whoever does a wrong or wrongs himself but then seeks forgiveness of Allah will find Allah Forgiving and Merciful.,1.3022341e-20,1.2191787e-15,0.026493203,0.0,1.3512602e-06,1.629567e-10,0.9679252,0.0055772667,6,0.1567071378401433
4,111,4:111,And whoever commits a sin only earns it against himself. And Allah is ever Knowing and Wise.,1.637612e-25,1.6979851e-14,0.9101492,0.0,1.2843405e-05,4.454935e-12,0.08396558,0.0058721015,2,0.32401237071946876
4,112,4:112,But whoever earns an offense or a sin and then blames it on an innocent [person] has taken upon himself a slander and manifest sin.,3.8673766e-09,9.802259e-13,2.2748964e-06,0.0,4.0924104e-07,6.5352225e-12,0.50161695,0.4983783,6,0.6931790438239407
4,113,4:113,"And if it was not for the favor of Allah upon you, [O Muhammad], and His mercy, a group of them would have determined to mislead you. But they do not mislead except themselves, and they will not harm you at all. And Allah has revealed to you the Book and wisdom and has taught you that which you did not know. And ever has the favor of Allah upon you been great.",2.5033006e-30,1.0888512e-11,0.9997215,0.0,7.016448e-08,4.4610787e-10,0.00025061145,2.8722538e-05,2,0.0026579468484242324
4,114,4:114,"No good is there in much of their private conversation, except for those who enjoin charity or that which is right or conciliation between people. And whoever does that seeking means to the approval of Allah - then We are going to give him a great reward.",7.4623365e-15,1.1466549e-14,0.0017316365,0.0,8.0491907e-07,4.9553806e-10,1.6602025e-06,0.9982696,7,0.01277322182924452
4,115,4:115,"And whoever opposes the Messenger after guidance has become clear to him and follows other than the way of the believers - We will give him what he has taken and drive him into Hell, and evil it is as a destination.",7.141325e-19,1.1459838e-10,0.052792646,0.0,1.45274495e-08,1.9227901e-09,0.93651485,0.010695569,6,0.2652453249678085
4,116,4:116,"Indeed, Allah does not forgive association with Him, but He forgives what is less than that for whom He wills. And he who associates others with Allah has certainly gone far astray.",5.384027e-24,4.2013577e-11,0.95462894,0.0,9.842799e-06,2.0562982e-11,0.023922566,0.021441435,2,0.21612789039504005
4,117,4:117,"They call upon instead of Him none but female [deities], and they [actually] call upon none but a rebellious Satan.",7.2776195e-12,4.375125e-11,0.03359701,0.0,1.0785521e-06,6.643579e-06,0.15788172,0.80851585,7,0.5773887689698786
4,118,4:118,"Whom Allah has cursed. For he had said, ""I will surely take from among Your servants a specific portion.",3.0752074e-20,4.0486233e-14,0.9644386,0.0,0.0072968616,1.2450862e-06,0.022956137,0.005307228,2,0.18528446220167888
4,119,4:119,"And I will mislead them, and I will arouse in them [sinful] desires, and I will command them so they will slit the ears of cattle, and I will command them so they will change the creation of Allah."" And whoever takes Satan as an ally instead of Allah has certainly sustained a clear loss.",1.0515695e-18,1.5493341e-13,0.7396526,0.0,7.729854e-07,1.2674092e-11,0.0006570395,0.25969002,2,0.5780173885559468
4,120,4:120,Satan promises them and arouses desire in them. But Satan does not promise them except delusion.,1.5816596e-12,2.7976373e-13,0.0014860935,0.0,8.237718e-06,2.7591013e-13,0.025667712,0.9728411,7,0.13056856337017253
4,121,4:121,"The refuge of those will be Hell, and they will not find from it an escape.",1.6461619e-17,2.475281e-13,0.029711304,0.0,3.1846795e-08,2.3458053e-11,0.8634296,0.10685583,6,0.47021976955471606
4,122,4:122,"But the ones who believe and do righteous deeds - We will admit them to gardens beneath which rivers flow, wherein they will abide forever. [It is] the promise of Allah, [which is] truth, and who is more truthful than Allah in statement.",4.959715e-16,3.6268568e-11,0.19641353,0.0,7.868946e-06,1.051482e-09,0.77359545,0.029985482,6,0.6235091073481869
4,123,4:123,"Paradise is not [obtained] by your wishful thinking nor by that of the People of the Scripture. Whoever does a wrong will be recompensed for it, and he will not find besides Allah a protector or a helper.",3.294153e-17,4.2222263e-12,0.18069768,0.0,2.164239e-06,3.8836817e-10,0.65371794,0.16558239,6,0.884835831188489
4,124,4:124,"And whoever does righteous deeds, whether male or female, while being a believer - those will enter Paradise and will not be wronged, [even as much as] the speck on a date seed.",2.1992987e-09,1.9333626e-13,4.2650727e-06,0.0,4.1598745e-05,5.3851335e-10,0.9898665,0.010089576,6,0.05692864415753796
4,125,4:125,"And who is better in religion than one who submits himself to Allah while being a doer of good and follows the religion of Abraham, inclining toward truth? And Allah took Abraham as an intimate friend.",5.602048e-24,8.5556943e-11,0.9990697,0.0,7.073263e-07,1.0336943e-06,0.00020952393,0.0007225312,2,0.007954838171386229
4,126,4:126,"And to Allah belongs whatever is in the heavens and whatever is on the earth. And ever is Allah, of all things, encompassing.",2.5783101e-11,9.9091396e-14,0.01329015,0.0,2.6679936e-08,4.8863934e-11,0.012306674,0.97440106,7,0.13681210128252874
4,127,4:127,"And they request from you, [O Muhammad], a [legal] ruling concerning women. Say, ""Allah gives you a ruling about them and [about] what has been recited to you in the Book concerning the orphan girls to whom you do not give what is decreed for them - and [yet] you desire to marry them - and concerning the oppressed among children and that you maintain for orphans [their rights] in justice."" And whatever you do of good - indeed, Allah is ever Knowing of it.",4.7553906e-18,0.0012888474,0.001529622,0.0,0.98614275,2.3776206e-15,1.3616354e-05,0.011024312,4,0.08209924675469034
4,128,4:128,"And if a woman fears from her husband contempt or evasion, there is no sin upon them if they make terms of settlement between them - and settlement is best. And present in [human] souls is stinginess. But if you do good and fear Allah - then indeed Allah is ever, with what you do, Acquainted.",3.4004362e-15,2.773897e-13,0.08718724,0.0,0.74618775,3.6557615e-12,0.017092774,0.14953187,4,0.7848773514364119
4,129,4:129,"And you will never be able to be equal [in feeling] between wives, even if you should strive [to do so]. So do not incline completely [toward one] and leave another hanging. And if you amend [your affairs] and fear Allah - then indeed, Allah is ever Forgiving and Merciful.",1.507307e-14,5.919146e-12,9.904117e-06,0.0,0.9993822,1.1471788e-16,1.1669366e-05,0.00059757987,4,0.005299889145254988
4,130,4:130,"But if they separate [by divorce], Allah will enrich each [of them] from His abundance. And ever is Allah Encompassing and Wise.",4.938543e-12,1.3243003e-14,3.0450088e-05,0.0,0.9868954,8.348881e-15,1.2450724e-05,0.013059771,4,0.07013179479226277
4,131,4:131,And to Allah belongs whatever is in the heavens and whatever is on the earth. And We have instructed those who were given the Scripture before you and yourselves to fear Allah. But if you disbelieve - then to Allah belongs whatever is in the heavens and whatever is on the earth. And ever is Allah Free of need and Praiseworthy.,5.6119338e-15,1.1686921e-12,0.2364649,0.0,1.1704893e-06,1.705567e-07,0.09071019,0.67282444,7,0.8253234393131783
4,132,4:132,And to Allah belongs whatever is in the heavens and whatever is on the earth. And sufficient is Allah as Disposer of affairs.,1.2587996e-10,1.3878699e-15,0.00019765718,0.0,3.1561543e-05,3.6261139e-09,5.1013754e-05,0.9997178,7,0.0027993554145855424
4,133,4:133,"If He wills, He can do away with you, O people, and bring others [in your place]. And ever is Allah competent to do that.",3.2484065e-24,1.8666104e-12,0.9936573,0.0,3.2428156e-06,1.857243e-11,0.00036774838,0.005970173,2,0.03984486635827226
4,134,4:134,Whoever desires the reward of this world - then with Allah is the reward of this world and the Hereafter. And ever is Allah Hearing and Seeing.,1.0655817e-18,2.2400063e-11,0.1262513,0.0,0.00016492589,1.692278e-11,0.8188707,0.05471002,6,0.585316684785659
4,135,4:135,"O you who have believed, be persistently standing firm in justice, witnesses for Allah, even if it be against yourselves or parents and relatives. Whether one is rich or poor, Allah is more worthy of both. So follow not [personal] inclination, lest you not be just. And if you distort [your testimony] or refuse [to give it], then indeed Allah is ever, with what you do, Acquainted.",8.895736e-18,0.00031427003,0.07795316,0.0,0.21203451,9.592721e-09,0.67280143,0.03689671,6,0.918690844413942
4,136,4:136,"O you who have believed, believe in Allah and His Messenger and the Book that He sent down upon His Messenger and the Scripture which He sent down before. And whoever disbelieves in Allah, His angels, His books, His messengers, and the Last Day has certainly gone far astray.",2.3744295e-23,1.7759284e-12,0.9180472,0.0,5.8541234e-09,1.9797986e-07,0.081132084,0.00082228135,2,0.28812074342861194
4,137,4:137,"Indeed, those who have believed then disbelieved, then believed, then disbelieved, and then increased in disbelief - never will Allah forgive them, nor will He guide them to a way.",7.1486625e-25,4.90677e-12,0.9170287,0.0,3.250576e-09,7.809481e-10,0.07618137,0.006792244,2,0.3094760580912294
4,138,4:138,Give tidings to the hypocrites that there is for them a painful punishment -,1.9061944e-12,5.996367e-06,9.0546186e-05,0.0,9.3456697e-07,4.3426038e-10,0.97291166,0.026991531,6,0.12514581263165023
4,139,4:139,"Those who take disbelievers as allies instead of the believers. Do they seek with them honor [through power]? But indeed, honor belongs to Allah entirely.",2.197718e-20,7.350864e-11,0.9716914,0.0,3.480706e-06,1.8244854e-10,0.0026579741,0.025644029,2,0.13765557056549454
4,140,4:140,"And it has already come down to you in the Book that when you hear the verses of Allah [recited], they are denied [by them] and ridiculed; so do not sit with them until they enter into another conversation. Indeed, you would then be like them. Indeed Allah will gather the hypocrites and disbelievers in Hell all together -",7.987768e-30,6.9602555e-07,0.9988333,0.0,7.394553e-08,3.4367897e-10,0.0007419772,0.0004230692,2,0.009810331337356641
4,141,4:141,"Those who wait [and watch] you. Then if you gain a victory from Allah, they say, ""Were we not with you?"" But if the disbelievers have a success, they say [to them], ""Did we not gain the advantage over you, but we protected you from the believers?"" Allah will judge between [all of] you on the Day of Resurrection, and never will Allah give the disbelievers over the believers a way [to overcome them].",2.4233927e-18,2.3826683e-08,0.70261693,0.0,1.3989515e-09,7.2961785e-07,0.16202457,0.1353611,2,0.8135770817252423
4,142,4:142,"Indeed, the hypocrites [think to] deceive Allah, but He is deceiving them. And when they stand for prayer, they stand lazily, showing [themselves to] the people and not remembering Allah except a little,",1.9754355e-17,1.9520716e-09,0.90780514,0.0,8.0482084e-07,6.771763e-08,0.009174827,0.08301711,2,0.33746755803186407
4,143,4:143,"Wavering between them, [belonging] neither to the believers nor to the disbelievers. And whoever Allah leaves astray - never will you find for him a way.",4.801241e-15,2.9329852e-12,0.94966024,0.0,3.2916324e-07,6.792253e-08,0.008258718,0.042080015,2,0.22198692011418686
4,144,4:144,"O you who have believed, do not take the disbelievers as allies instead of the believers. Do you wish to give Allah against yourselves a clear case?",2.2953808e-29,3.4571892e-07,0.99776715,0.0,1.7764402e-08,1.022429e-10,0.0002218711,0.0020139355,2,0.016604347069082252
4,145,4:145,"Indeed, the hypocrites will be in the lowest depths of the Fire - and never will you find for them a helper -",5.831044e-13,6.0775307e-10,0.009801038,0.0,1.2732378e-05,1.9837503e-09,0.88651204,0.10367573,6,0.3872454454325107
4,146,4:146,"Except for those who repent, correct themselves, hold fast to Allah, and are sincere in their religion for Allah, for those will be with the believers. And Allah is going to give the believers a great reward.",4.284541e-22,4.9769294e-14,0.11392635,0.0,1.0133716e-07,9.013439e-12,0.8839727,0.002099441,6,0.3694376856044864
4,147,4:147,What would Allah do with your punishment if you are grateful and believe? And ever is Allah Appreciative and Knowing.,4.8293927e-18,5.1583265e-10,0.11217206,0.0,9.381998e-07,7.797124e-11,0.47746086,0.41036472,6,0.9639037393378855
4,148,4:148,Allah does not like the public mention of evil except by one who has been wronged. And ever is Allah Hearing and Knowing.,5.4182877e-25,5.890385e-11,0.96240985,0.0,3.254387e-08,1.4257633e-12,0.00010064042,0.03749247,2,0.16091230702609324
4,149,4:149,"If [instead] you show [some] good or conceal it or pardon an offense - indeed, Allah is ever Pardoning and Competent.",8.958479e-22,1.1359781e-09,0.7842266,0.0,1.478441e-06,4.103376e-11,0.017009778,0.19876216,2,0.5810584831176138
4,150,4:150,"Indeed, those who disbelieve in Allah and His messengers and wish to discriminate between Allah and His messengers and say, ""We believe in some and disbelieve in others,"" and wish to adopt a way in between -",7.135759e-22,1.1755569e-10,0.99298656,0.0,5.5828906e-09,6.4175604e-10,0.0048595523,0.0021541934,2,0.046102294564771835
4,151,4:151,"Those are the disbelievers, truly. And We have prepared for the disbelievers a humiliating punishment.",1.1325688e-16,1.4373076e-12,0.012934828,0.0,5.546099e-11,1.7503273e-08,0.9712244,0.015837446,6,0.15024849930146736
4,152,4:152,But they who believe in Allah and His messengers and do not discriminate between any of them - to those He is going to give their rewards. And ever is Allah Forgiving and Merciful.,2.0156904e-23,5.566481e-14,0.5012095,0.0,1.0274833e-05,5.2576728e-12,0.4974571,0.0013228335,2,0.702434131626609
4,153,4:153,"The People of the Scripture ask you to bring down to them a book from the heaven. But they had asked of Moses [even] greater than that and said, ""Show us Allah outright,"" so the thunderbolt struck them for their wrongdoing. Then they took the calf [for worship] after clear evidences had come to them, and We pardoned that. And We gave Moses a clear authority.",1.98764e-20,2.0668611e-17,0.0007578188,0.0,1.7293852e-11,0.9992069,9.829324e-07,3.3442113e-05,5,0.006596004503178771
4,154,4:154,"And We raised over them the mount for [refusal of] their covenant; and We said to them, ""Enter the gate bowing humbly"", and We said to them, ""Do not transgress on the sabbath"", and We took from them a solemn covenant.",1.1362852e-10,2.8535058e-10,2.1134203e-05,0.0,4.2509187e-09,0.3229405,0.46048167,0.21655574,6,1.0536486622216013
4,155,4:155,"And [We cursed them] for their breaking of the covenant and their disbelief in the signs of Allah and their killing of the prophets without right and their saying, ""Our hearts are wrapped"". Rather, Allah has sealed them because of their disbelief, so they believe not, except for a few.",3.60246e-21,1.1053516e-13,0.96765214,0.0,2.107628e-08,2.0263558e-05,0.014670842,0.01765973,2,0.16525995621162987
4,156,4:156,"And [We cursed them] for their disbelief and their saying against Mary a great slander,",3.363058e-11,2.171718e-11,0.0021955,0.0,8.805668e-08,1.2352837e-06,0.4221686,0.5756378,7,0.6954262604082564
4,157,4:157,"And [for] their saying, ""Indeed, we have killed the Messiah, Jesus, the son of Mary, the messenger of Allah."" And they did not kill him, nor did they crucify him; but [another] was made to resemble him to them. And indeed, those who differ over it are in doubt about it. They have no knowledge of it except the following of assumption. And they did not kill him, for certain.",1.1679386e-20,3.799232e-11,0.9960406,0.0,5.6852502e-11,2.9726561e-05,0.001078632,0.002850024,2,0.02833306506799035
4,158,4:158,"Rather, Allah raised him to Himself. And ever is Allah Exalted in Might and Wise.",3.8221337e-15,1.0834844e-13,0.14893982,0.0,1.8938819e-10,4.1908384e-05,0.78973234,0.06128962,6,0.6415902328092993
4,159,4:159,And there is none from the People of the Scripture but that he will surely believe in Jesus before his death. And on the Day of Resurrection he will be against them a witness.,3.566965e-19,1.6181249e-11,0.0148470625,0.0,2.2145924e-12,1.2353579e-08,0.9806359,0.0045151273,6,0.10606421725939963
4,160,4:160,"For wrongdoing on the part of the Jews, We made unlawful for them [certain] good foods which had been lawful to them, and for their averting from the way of Allah many [people],",3.489515e-09,5.577372e-11,0.017493846,0.0,3.4823223e-08,2.1854537e-05,0.001791614,0.9806956,7,0.10146181363613668
4,161,4:161,"And [for] their taking of usury while they had been forbidden from it, and their consuming of the people's wealth unjustly. And we have prepared for the disbelievers among them a painful punishment.",1.69138e-12,2.0737703e-11,0.00058770063,0.0,0.0059596156,2.3705122e-07,0.90472144,0.08872931,6,0.3404104514352801
4,162,4:162,"But those firm in knowledge among them and the believers believe in what has been revealed to you, [O Muhammad], and what was revealed before you. And the establishers of prayer [especially] and the givers of zakah and the believers in Allah and the Last Day - those We will give a great reward.",9.4015894e-23,1.0870619e-12,0.8965652,0.0,3.351756e-07,8.2827665e-09,0.102163054,0.001270304,2,0.3394198262215234
4,163,4:163,"Indeed, We have revealed to you, [O Muhammad], as We revealed to Noah and the prophets after him. And we revealed to Abraham, Ishmael, Isaac, Jacob, the Descendants, Jesus, Job, Jonah, Aaron, and Solomon, and to David We gave the book [of Psalms].",6.4169334e-22,8.026419e-12,0.984658,0.0,5.205812e-09,2.008632e-05,0.013297808,0.0020232608,2,0.08544002933482744
4,164,4:164,And [We sent] messengers about whom We have related [their stories] to you before and messengers about whom We have not related to you. And Allah spoke to Moses with [direct] speech.,5.2946983e-15,3.3094395e-12,0.21792312,0.0,2.789222e-11,0.13246578,0.0048007937,0.6448117,7,0.9083736319856438
4,165,4:165,[We sent] messengers as bringers of good tidings and warners so that mankind will have no argument against Allah after the messengers. And ever is Allah Exalted in Might and Wise.,1.649788e-11,6.478594e-15,0.02640482,0.0,1.0798061e-09,2.115153e-06,0.0015405137,0.9720547,7,0.13351522095654408
4,166,4:166,"But Allah bears witness to that which He has revealed to you. He has sent it down with His knowledge, and the angels bear witness [as well]. And sufficient is Allah as Witness.",1.3751048e-17,7.3595374e-10,0.9554524,0.0,1.2635101e-09,1.5847204e-06,0.0034947207,0.041047573,2,0.19439526863981293
4,167,4:167,"Indeed, those who disbelieve and avert [people] from the way of Allah have certainly gone far astray.",3.1024977e-27,2.2454644e-11,0.9995194,0.0,5.786214e-07,1.2591975e-11,0.00032918257,0.00014975714,2,0.00444730522269841
4,168,4:168,"Indeed, those who disbelieve and commit wrong [or injustice] - never will Allah forgive them, nor will He guide them to a path.",6.9064745e-33,9.229682e-13,0.9702172,0.0,1.3671779e-06,2.329131e-11,0.029028578,0.00075121043,2,0.1375032436435604
4,169,4:169,"Except the path of Hell; they will abide therein forever. And that, for Allah, is [always] easy.",2.2899647e-16,2.1802748e-12,0.9061722,0.0,1.8917177e-08,9.327909e-12,0.031410612,0.06241459,2,0.3711169789410234
4,170,4:170,"O Mankind, the Messenger has come to you with the truth from your Lord, so believe; it is better for you. But if you disbelieve - then indeed, to Allah belongs whatever is in the heavens and earth. And ever is Allah Knowing and Wise.",3.595395e-18,7.663627e-12,0.8775353,0.0,1.3588827e-09,5.3639393e-08,0.009532962,0.11293547,2,0.4053026855265252
4,171,4:171,"O People of the Scripture, do not commit excess in your religion or say about Allah except the truth. The Messiah, Jesus, the son of Mary, was but a messenger of Allah and His word which He directed to Mary and a soul [created at a command] from Him. So believe in Allah and His messengers. And do not say, ""Three""; desist - it is better for you. Indeed, Allah is but one God. Exalted is He above having a son. To Him belongs whatever is in the heavens and whatever is on the earth. And sufficient is Allah as Disposer of affairs.",1.6875248e-21,9.291097e-09,0.9920892,0.0,3.8295047e-07,1.182887e-06,0.004501266,0.0034087165,2,0.051589861997242956
4,172,4:172,"Never would the Messiah disdain to be a servant of Allah, nor would the angels near [to Him]. And whoever disdains His worship and is arrogant - He will gather them to Himself all together.",2.8972114e-20,7.9622947e-10,0.967689,0.0,1.8196515e-06,1.8185274e-06,0.025785282,0.006518397,2,0.15896063771986238
4,173,4:173,"And as for those who believed and did righteous deeds, He will give them in full their rewards and grant them extra from His bounty. But as for those who disdained and were arrogant, He will punish them with a painful punishment, and they will not find for themselves besides Allah any protector or helper.",5.6448286e-22,3.4630773e-14,0.6373918,0.0,0.00046909586,9.466276e-12,0.35195014,0.01018758,2,0.7049137886134773
4,174,4:174,"O mankind, there has come to you a conclusive proof from your Lord, and We have sent down to you a clear light.",7.301844e-11,3.869135e-08,0.001082358,0.0,1.9215206e-10,8.552346e-08,0.77223915,0.22667682,6,0.5434272959608206
4,175,4:175,So those who believe in Allah and hold fast to Him - He will admit them to mercy from Himself and bounty and guide them to Himself on a straight path.,4.5789463e-23,3.9150297e-14,0.9678883,0.0,3.1442334e-05,6.874671e-10,0.027977705,0.004104927,2,0.15453339716866443
4,176,4:176,"They request from you a [legal] ruling. Say, ""Allah gives you a ruling concerning one having neither descendants nor ascendants [as heirs]."" If a man dies, leaving no child but [only] a sister, she will have half of what he left. And he inherits from her if she [dies and] has no child. But if there are two sisters [or more], they will have two-thirds of what he left. If there are both brothers and sisters, the male will have the share of two females. Allah makes clear to you [His law], lest you go astray. And Allah is Knowing of all things.",1.0162454e-12,3.7183565e-08,3.0481233e-05,0.0,0.9981631,1.6565593e-13,4.8391066e-05,0.0017599798,4,0.013796211975421213
5,1,5:1,"O you who have believed, fulfill [all] contracts. Lawful for you are the animals of grazing livestock except for that which is recited to you [in this Qur'an] - hunting not being permitted while you are in the state of ihram. Indeed, Allah ordains what He intends.",1.5680925e-07,6.96598e-11,0.054699585,0.0,4.3901136e-07,8.981263e-08,0.00010305219,0.9451931,7,0.2131846423919276
5,2,5:2,"O you who have believed, do not violate the rites of Allah or [the sanctity of] the sacred month or [neglect the marking of] the sacrificial animals and garlanding [them] or [violate the safety of] those coming to the Sacred House seeking bounty from their Lord and [His] approval. But when you come out of ihram, then [you may] hunt. And do not let the hatred of a people for having obstructed you from al-Masjid al-Haram lead you to transgress. And cooperate in righteousness and piety, but do not cooperate in sin and aggression. And fear Allah; indeed, Allah is severe in penalty.",8.709858e-15,1.2132306e-08,0.66629606,0.0,4.534934e-07,5.0218496e-11,0.032214917,0.30148712,2,0.7426973761385813
5,3,5:3,"Prohibited to you are dead animals, blood, the flesh of swine, and that which has been dedicated to other than Allah, and [those animals] killed by strangling or by a violent blow or by a head-long fall or by the goring of horns, and those from which a wild animal has eaten, except what you [are able to] slaughter [before its death], and those which are sacrificed on stone altars, and [prohibited is] that you seek decision through divining arrows. That is grave disobedience. This day those who disbelieve have despaired of [defeating] your religion; so fear them not, but fear Me. This day I have perfected for you your religion and completed My favor upon you and have approved for you Islam as religion. But whoever is forced by severe hunger with no inclination to sin - then indeed, Allah is Forgiving and Merciful.",5.333341e-13,8.572842e-12,0.16811167,0.0,5.2824083e-09,2.6660174e-10,6.619272e-05,0.83182317,7,0.4535695896037588
5,4,5:4,"They ask you, [O Muhammad], what has been made lawful for them. Say, ""Lawful for you are [all] good foods and [game caught by] what you have trained of hunting animals which you train as Allah has taught you. So eat of what they catch for you, and mention the name of Allah upon it, and fear Allah."" Indeed, Allah is swift in account.",4.5771668e-07,3.9943957e-06,0.00017661863,0.0,1.10378275e-08,2.1905719e-11,6.1873016e-06,0.99980927,7,0.001847711006160388
5,5,5:5,"This day [all] good foods have been made lawful, and the food of those who were given the Scripture is lawful for you and your food is lawful for them. And [lawful in marriage are] chaste women from among the believers and chaste women from among those who were given the Scripture before you, when you have given them their due compensation, desiring chastity, not unlawful sexual intercourse or taking [secret] lovers. And whoever denies the faith - his work has become worthless, and he, in the Hereafter, will be among the losers.",4.011486e-12,9.399451e-13,0.00011252804,0.0,0.95121205,3.2925156e-12,0.006000632,0.042677183,4,0.213907406130567
5,6,5:6,"O you who have believed, when you rise to [perform] prayer, wash your faces and your forearms to the elbows and wipe over your heads and wash your feet to the ankles. And if you are in a state of janabah, then purify yourselves. But if you are ill or on a journey or one of you comes from the place of relieving himself or you have contacted women and do not find water, then seek clean earth and wipe over your faces and hands with it. Allah does not intend to make difficulty for you, but He intends to purify you and complete His favor upon you that you may be grateful.",0.00037786202,7.02785e-11,0.0005353035,0.0,0.0006909975,6.865931e-06,0.0067442725,0.9916428,7,0.05415771134346812
5,7,5:7,"And remember the favor of Allah upon you and His covenant with which He bound you when you said, ""We hear and we obey""; and fear Allah. Indeed, Allah is Knowing of that within the breasts.",7.820299e-11,6.181943e-07,0.028691482,0.0,0.00030226394,8.0030125e-09,0.00135169,0.96965486,7,0.14315630208156738
5,8,5:8,"O you who have believed, be persistently standing firm for Allah, witnesses in justice, and do not let the hatred of a people prevent you from being just. Be just; that is nearer to righteousness. And fear Allah; indeed, Allah is Acquainted with what you do.",2.4871232e-27,1.906834e-05,0.9946775,0.0,3.0672277e-06,4.808736e-08,0.0028014642,0.0024990798,2,0.03699528949580255
5,9,5:9,Allah has promised those who believe and do righteous deeds [that] for them there is forgiveness and great reward.,4.565864e-23,3.07577e-13,0.53657395,0.0,0.00024032668,9.022255e-10,0.45585713,0.007329334,2,0.7301877762899043
5,10,5:10,But those who disbelieve and deny Our signs - those are the companions of Hellfire.,4.305629e-14,3.0621023e-09,0.06586764,0.0,2.4351157e-10,2.1375594e-11,0.052104402,0.8820258,7,0.4438341425538971
5,11,5:11,"O you who have believed, remember the favor of Allah upon you when a people determined to extend their hands [in aggression] against you, but He withheld their hands from you; and fear Allah. And upon Allah let the believers rely.",1.2541426e-22,1.5844044e-08,0.98813105,0.0,5.1056702e-08,2.138617e-06,0.00024813527,0.011617994,2,0.06564769232207299
