surah,verse,verse_id,translation,topic_probability_00,topic_probability_01,topic_probability_02,topic_probability_03,topic_probability_04,topic_probability_05,topic_probability_06,topic_probability_07,topic_probability_08,topic_probability_09,topic_probability_10,topic_probability_11,topic_probability_12,topic_probability_13,topic_probability_14,topic_probability_15,topic_probability_16,topic_probability_17,topic_probability_18,topic_probability_19,topic_probability_20,topic_probability_21,topic_probability_22,topic_probability_23,topic_probability_24,topic_probability_25,topic_probability_26,topic_probability_27,topic_probability_28,topic_probability_29,topic_probability_30,topic_probability_31,topic_probability_32,topic_probability_33,topic_probability_34,topic_probability_35,topic_probability_36,topic_probability_37,topic_probability_38,topic_probability_39,topic_probability_40,topic_probability_41,topic_probability_42,topic_probability_43,topic_probability_44,topic_probability_45,topic_probability_46,topic_probability_47,topic_probability_48,topic_probability_49,topic_probability_50,topic_probability_51,topic_probability_52,topic_probability_53,topic_probability_54,topic_probability_55,topic_probability_56,topic_probability_57,topic_probability_58,topic_probability_59,topic_probability_60,topic_probability_61,topic_probability_62,topic_probability_63,topic_probability_64,topic_probability_65,topic_probability_66,topic_probability_67,topic_probability_68,topic_probability_69,topic_probability_70,topic_probability_71,topic_probability_72,topic_probability_73,topic_probability_74,topic_probability_75,topic_probability_76,topic_probability_77,topic_probability_78,topic_probability_79,topic_probability_80,topic_probability_81,topic_probability_82,topic_probability_83,topic_probability_84,topic_probability_85,topic_probability_86,topic_probability_87,topic_probability_88,topic_probability_89,topic_probability_90,topic_probability_91,topic_probability_92,topic_probability_93,topic_probability_94,topic_probability_95,topic_probability_96,topic_probability_97,topic_probability_98,topic_probability_99,topic_probability_100,topic_probability_101,topic_probability_102,topic_probability_103,topic_probability_104,topic_probability_105,topic_probability_106,topic_probability_107,topic_probability_108,topic_probability_109,topic_probability_110,topic_probability_111,topic_probability_112,topic_probability_113,topic_probability_114,topic_probability_115,topic_probability_116,topic_probability_117,topic_probability_118,topic_probability_119,topic_probability_120,topic_probability_121,topic_probability_122,topic_probability_123,topic_probability_124,topic_probability_125,topic_probability_126,topic_probability_127,topic_probability_128,topic_probability_129,topic_probability_130,topic_probability_131,topic_probability_132,topic_probability_133,topic_probability_134,topic_probability_135,topic_probability_136,topic_probability_137,topic_probability_138,topic_probability_139,dominant_topic,membership_entropy,normalized_membership_entropy
10,70,10:70,[For them is brief] enjoyment in this world; then to Us is their return; then We will make them taste the severe punishment because they used to disbelieve,0.00449349,0.005544784,0.005569406,0.010688974,0.0069188955,0.007018548,0.009387095,0.005702386,0.009745324,0.007043095,0.005106529,0.008809242,0.006714712,0.010189512,0.0070724036,0.005308187,0.009203656,0.008815801,0.008046631,0.004549051,0.0077727125,0.008530156,0.007864548,0.006546262,0.0031790559,0.010760516,0.006256916,0.006131157,0.0067398483,0.010953323,0.006542543,0.0057080146,0.008759133,0.008908881,0.0044802455,0.0092070075,0.0071652285,0.0039205556,0.008169615,0.006367774,0.008620555,0.0059248526,0.01207167,0.0055824406,0.009160925,0.005199776,0.0074709062,0.005087765,0.010243776,0.009671693,0.008813713,0.0073332395,0.0056141596,0.007899216,0.004222444,0.0078773815,0.006309376,0.004872973,0.011143686,0.010859457,0.004953592,0.006162024,0.010353406,0.0069156922,0.0026750353,0.008667171,0.006625074,0.008975415,0.0050225826,0.009994436,0.006613511,0.007798386,0.008701758,0.007470865,0.0060333516,0.00465595,0.014193158,0.0071595283,0.006494293,0.0036483754,0.0054706084,0.00819349,0.0053388653,0.007888233,0.006794647,0.008971497,0.00684171,0.009908151,0.009582694,0.0076449877,0.0060307877,0.0062053553,0.00885895,0.0035853668,0.007931654,0.00700137,0.008851494,0.0061721057,0.0071942946,0.006407839,0.0049625738,0.0032305187,0.004174143,0.0037778118,0.0070399116,0.0062079453,0.010417908,0.007827989,0.007930954,0.012092614,0.0054314807,0.0077736443,0.008066167,0.0058051534,0.007076948,0.005223105,0.0065056994,0.0094796745,0.007162232,0.00620319,0.007621719,0.005825864,0.011177478,0.0026570044,0.006660354,0.008748406,0.0037672748,0.0075054276,0.0067444346,0.005486626,0.0064590364,0.003940564,0.0051723896,0.007594671,0.008017587,0.007931404,0.010249568,0.0036242409,0.0055415244,0.0070258747,76,4.8972346225563514,0.9910135545522729
10,71,10:71,"And recite to them the news of Noah, when he said to his people, ""O my people, if my residence and my reminding of the signs of Allah has become burdensome upon you - then I have relied upon Allah. So resolve upon your plan and [call upon] your associates. Then let not your plan be obscure to you. Then carry it out upon me and do not give me respite.",0.008293647,0.0071641468,0.008366683,0.008434723,0.008670903,0.0052014883,0.007850729,0.007703234,0.008709083,0.0065299026,0.006899731,0.0064743813,0.009513426,0.0073518986,0.007862039,0.0073075076,0.009923002,0.008269309,0.007026379,0.006642657,0.0058893417,0.00604687,0.007345719,0.009903601,0.0056011816,0.0070682927,0.0073417327,0.0066147954,0.008882279,0.009605471,0.0066646743,0.0056888177,0.007379671,0.009267195,0.0065389457,0.006968165,0.008943022,0.005930517,0.0065550194,0.007684465,0.0067605637,0.007920569,0.00922172,0.006666723,0.009130354,0.0067923684,0.007176366,0.0073516327,0.0096225655,0.0072361366,0.0064709797,0.008097655,0.0072503374,0.0071752314,0.0070991945,0.007588495,0.0063762646,0.006432622,0.0068274885,0.008351175,0.005484623,0.0071529094,0.009343219,0.0069120284,0.005611598,0.0072939955,0.007194727,0.008676935,0.0059240237,0.0062923417,0.007168833,0.0072710346,0.009683611,0.0068865186,0.006801833,0.004134177,0.008623654,0.0081265895,0.0086872205,0.005101244,0.0074551087,0.0074374285,0.0051324875,0.006760407,0.007277054,0.008349036,0.008542993,0.008676596,0.0074537825,0.008285729,0.00759693,0.007225465,0.006171141,0.004156514,0.0065994114,0.0056196363,0.0037424034,0.0066746813,0.0072984165,0.005577751,0.0054559847,0.006376259,0.0049710902,0.0071408856,0.0076848464,0.0094235,0.007910418,0.0054634237,0.007973704,0.0095068505,0.00576727,0.0068185846,0.0062179747,0.007646418,0.006568727,0.006957212,0.004787827,0.0060660685,0.010066952,0.004409196,0.0071471366,0.005258486,0.008737459,0.005188518,0.009064974,0.0076283733,0.0034778502,0.0073407623,0.0068573696,0.0077555617,0.0058848863,0.005363914,0.0077803754,0.0065759136,0.0074178698,0.0069151674,0.0060664746,0.0068306574,0.007054052,0.006373836,118,4.923839082211851,0.9963972827503669
10,72,10:72,"And if you turn away [from my advice] then no payment have I asked of you. My reward is only from Allah, and I have been commanded to be of the Muslims.""",0.008439725,0.008012266,0.008707097,0.008400424,0.00918259,0.005198423,0.007779599,0.008352487,0.008334541,0.0075983307,0.006757272,0.0067193443,0.01060552,0.007182157,0.008473678,0.0075316723,0.010489669,0.007735632,0.0068086893,0.0066002198,0.0050244974,0.00707915,0.0073621203,0.010740464,0.0060253087,0.0077714785,0.007249959,0.0064844955,0.009381378,0.009073927,0.006082368,0.0061038514,0.008177627,0.009533983,0.007237312,0.005685472,0.009656652,0.004853921,0.006231374,0.007074093,0.006043255,0.007698748,0.008641716,0.007137674,0.010715304,0.0056637377,0.007835852,0.007716403,0.009547789,0.0066912477,0.005375255,0.008403338,0.0077326037,0.006914613,0.006370903,0.0066675195,0.006073788,0.0058821924,0.006765237,0.009652417,0.0057887686,0.006827257,0.007864757,0.006895403,0.006375705,0.00841954,0.008327951,0.008618566,0.0057219146,0.0057122298,0.0071155853,0.006830547,0.0104234,0.0068343007,0.0074309516,0.0036253075,0.009446871,0.007696248,0.008991477,0.0055127456,0.007786813,0.0074901017,0.0032457255,0.0069730394,0.0071738395,0.008108088,0.0086546205,0.00832474,0.0064397715,0.008334856,0.008020373,0.0072514936,0.007712175,0.003829225,0.0057352693,0.00576473,0.0034941703,0.00712682,0.007877196,0.0061723967,0.0056517175,0.0053038397,0.0053441324,0.007923762,0.008734057,0.009962952,0.007109469,0.00509717,0.008033107,0.009219693,0.0065088472,0.0061265575,0.0062851855,0.0069054924,0.0038097496,0.0076875626,0.004679874,0.008621817,0.010399592,0.004177137,0.00807851,0.003936381,0.009477809,0.00538509,0.00778818,0.0068409266,0.0035810512,0.0077925064,0.0070647197,0.00877124,0.0061659557,0.0051108235,0.008132432,0.0064431624,0.00600534,0.005510055,0.005015513,0.0063234875,0.0063671893,0.0053846245,23,4.915442210921194,0.994698076176407
10,73,10:73,"And they denied him, so We saved him and those with him in the ship and made them successors, and We drowned those who denied Our signs. Then see how was the end of those who were warned.",0.0044239955,0.0060648057,0.010081769,0.008010555,0.006565947,0.0063073626,0.013695113,0.008444321,0.0074866936,0.0049498198,0.008605189,0.007385007,0.0065303296,0.011163144,0.0067156493,0.007951038,0.009422294,0.010079346,0.009600369,0.007510886,0.005396354,0.0059188423,0.007833894,0.0064874263,0.005068849,0.0070465193,0.00597679,0.005466454,0.0072960434,0.008125336,0.006887628,0.0077288295,0.00745954,0.008509976,0.0059047802,0.0092092445,0.008808219,0.007546722,0.0070416494,0.008082901,0.0064650374,0.006291752,0.007913613,0.007827802,0.0071654045,0.005250656,0.0051084454,0.004974779,0.00987034,0.007369955,0.005406877,0.0071975505,0.006863001,0.008688051,0.00757239,0.010775743,0.0058762324,0.008635162,0.007530871,0.009212687,0.006393794,0.008777879,0.007720536,0.008885837,0.0057033906,0.007007608,0.006674821,0.009751854,0.0048124874,0.007096383,0.0071135717,0.007090317,0.007002732,0.008892359,0.0059436103,0.004171637,0.008787814,0.007891525,0.0073666256,0.009235661,0.007019823,0.007851112,0.0061197774,0.0062272814,0.009300094,0.006467408,0.006089561,0.008601171,0.009876276,0.007846458,0.006003291,0.006837347,0.0077617457,0.0041551287,0.010231351,0.005612823,0.003684653,0.010207703,0.0076144845,0.0054146796,0.004510359,0.0064929407,0.0043462357,0.0032282283,0.0064147683,0.006936269,0.0072366693,0.008059555,0.0068890867,0.008813091,0.0073319394,0.008550567,0.00600965,0.0053077205,0.00642885,0.008985788,0.0062416573,0.0073592593,0.007943743,0.0048587085,0.006492308,0.007898265,0.007730799,0.006539752,0.0064781173,0.007251505,0.0042851083,0.005605425,0.005535158,0.0062009627,0.006699123,0.0036773041,0.008359715,0.005847727,0.009257756,0.008332695,0.0072038095,0.0074957474,0.0042859246,0.0048491247,6,4.913903928497879,0.994386786469107
10,74,10:74,"Then We sent after him messengers to their peoples, and they came to them with clear proofs. But they were not to believe in that which they had denied before. Thus We seal over the hearts of the transgressors",0.005767188,0.0070083393,0.008979153,0.008413582,0.006349121,0.007343628,0.010686152,0.007975531,0.007357749,0.0053726747,0.008045432,0.0073017706,0.007058694,0.01076511,0.0070789424,0.0068647554,0.008766876,0.009470067,0.009753033,0.007253536,0.006685674,0.005817592,0.007532659,0.007064056,0.00431526,0.006492166,0.006222639,0.0064438684,0.0077613015,0.008734672,0.008605442,0.0060610073,0.007039593,0.007993716,0.004353192,0.008427898,0.008667692,0.007153302,0.0078957165,0.0077874013,0.0075746304,0.0071052164,0.009439441,0.007722554,0.0068916576,0.006313964,0.005735857,0.0059698923,0.009798397,0.010348151,0.0055567874,0.006646653,0.0065448307,0.008601856,0.0069610034,0.010267553,0.0058577363,0.0076394314,0.0073414166,0.008533623,0.0059445756,0.007826372,0.008045527,0.008053079,0.005003905,0.0070043784,0.006087352,0.010851953,0.005559501,0.00725242,0.00658451,0.004548027,0.006969188,0.0091184685,0.0066961404,0.0058066393,0.0084663145,0.008337079,0.0070054485,0.007263062,0.006935172,0.0076773153,0.0059232,0.006615744,0.008175279,0.00807009,0.0066027655,0.008776252,0.010405766,0.0077759707,0.0067300135,0.0062109185,0.00768012,0.0053219935,0.009321086,0.0055275923,0.00487405,0.008034636,0.007697596,0.0052157235,0.0045607183,0.007279155,0.0050295317,0.0040897503,0.005377781,0.0064944318,0.0077840188,0.006787474,0.0077683474,0.008942733,0.008235825,0.008162808,0.007273578,0.005171027,0.007526888,0.0078993235,0.0060637346,0.0065269396,0.007417569,0.0045744814,0.006376674,0.007759579,0.0077306116,0.0063810335,0.006901437,0.007694117,0.0032464638,0.0063099875,0.006088125,0.006288849,0.006488235,0.0049369303,0.007394541,0.005358872,0.008656643,0.00816463,0.007882605,0.0067533464,0.005408032,0.0057011847,67,4.92089768292662,0.9958020556914902
10,75,10:75,"Then We sent after them Moses and Aaron to Pharaoh and his establishment with Our signs, but they behaved arrogantly and were a criminal people",0.004432201,0.0056841946,0.009739447,0.00801207,0.006896803,0.0071315733,0.012194271,0.011112799,0.0069617913,0.0050458657,0.012469268,0.0053048087,0.006251181,0.012013301,0.0071264477,0.0066726794,0.008670156,0.0094760265,0.011376793,0.008616839,0.0069587003,0.0057227383,0.0070392494,0.006445122,0.0043361275,0.0061643603,0.0053674867,0.0049090385,0.0069820997,0.0070905224,0.008572609,0.0060895197,0.0056666173,0.008200024,0.005419536,0.010159915,0.008690057,0.009040623,0.005543394,0.00805187,0.007490486,0.0073912544,0.008313042,0.0078102187,0.006619163,0.0054479646,0.0055327048,0.006132454,0.009808773,0.008029299,0.004796917,0.00657454,0.006933227,0.008485084,0.007284944,0.01184645,0.005484755,0.009153531,0.007032761,0.0081336545,0.0065901447,0.009405055,0.0057015102,0.0086223185,0.005640417,0.0070667253,0.0056274994,0.0103076445,0.004930209,0.0063975793,0.006886203,0.00571095,0.006626793,0.010020711,0.006213726,0.0052130795,0.0077920435,0.006693321,0.0063942047,0.010176762,0.0073280763,0.0070361784,0.004459432,0.007789437,0.009947292,0.004849441,0.0057573095,0.0091883745,0.010676156,0.0078088273,0.0076243714,0.0070705647,0.008008857,0.0057817055,0.011251452,0.004297214,0.002768479,0.009274198,0.0073534218,0.0033321534,0.0035609426,0.007624156,0.005837366,0.0040948265,0.0059747887,0.006330827,0.007939071,0.007688547,0.006489344,0.0072714845,0.009085546,0.007831286,0.005931988,0.0046390467,0.00793869,0.010222834,0.0043951212,0.0062626316,0.006735092,0.005535417,0.0053381743,0.009224323,0.007461369,0.0065175323,0.0076227067,0.0079174815,0.0041865227,0.005557341,0.0075403946,0.005255318,0.0065361285,0.0043449053,0.008331955,0.005742112,0.009081739,0.008190909,0.007864012,0.008798957,0.0043473314,0.0051925867,10,4.905177203773817,0.9926208301376381
10,76,10:76,"So when there came to them the truth from Us, they said, ""Indeed, this is obvious magic.""",0.0050331797,0.0075067463,0.009462239,0.008717382,0.0065892725,0.0068394626,0.009943278,0.0076670535,0.00809971,0.0044649187,0.008032985,0.007145926,0.006517969,0.011008446,0.006760363,0.0067228777,0.008801975,0.009483552,0.010706007,0.007326909,0.0068919593,0.004901005,0.008313804,0.0067971973,0.0036219524,0.0070967004,0.0065397434,0.005921742,0.0078038145,0.008481219,0.009921583,0.006699607,0.007210753,0.007071998,0.0030173943,0.007689069,0.008230639,0.0065922067,0.0077690007,0.008205157,0.0074158506,0.0064672143,0.008795261,0.008502024,0.0062173656,0.0064905058,0.005329437,0.0052516717,0.009912528,0.011360406,0.0066786804,0.008012408,0.0062315627,0.008617855,0.006819314,0.009132773,0.0069518,0.0071339626,0.00845443,0.008132493,0.0048528546,0.00770698,0.009399539,0.00716507,0.0054215146,0.00675768,0.005704353,0.011352106,0.004973362,0.0073582665,0.005754777,0.00406394,0.0069625466,0.008417623,0.0066178897,0.005661963,0.008720834,0.008901292,0.006661214,0.0069965534,0.0073085544,0.008456276,0.006784934,0.007010114,0.008795747,0.010621804,0.007176055,0.009057676,0.010135499,0.0069079036,0.006882452,0.0066329874,0.007785838,0.0049294857,0.008897848,0.0046135653,0.004176166,0.008752265,0.0070194267,0.004334451,0.0047333403,0.0061589014,0.0048897536,0.004582596,0.0057723997,0.007078391,0.008100345,0.006547075,0.007051196,0.008807489,0.008949101,0.008383262,0.007104694,0.004059015,0.007556544,0.008296243,0.0056455475,0.007799006,0.006911214,0.006173907,0.0056432784,0.007070608,0.008023322,0.0061453884,0.0069667497,0.008702855,0.0035878054,0.005469867,0.0065184603,0.0067274054,0.0062402464,0.0055513233,0.0069517614,0.0056130453,0.0077406447,0.008697814,0.008357338,0.006862565,0.006232993,0.005052757,49,4.915046710977694,0.9946180420683763
10,77,10:77,"Moses said, ""Do you say [thus] about the truth when it has come to you? Is this magic? But magicians will not succeed.""",0.007472083,0.007841844,0.008065961,0.008548054,0.0072328583,0.005870564,0.0068933526,0.007208665,0.009345546,0.005465834,0.007125006,0.008123076,0.008709469,0.0071134567,0.007000419,0.0074466313,0.0094078025,0.007833411,0.0069812057,0.0060783443,0.0054172613,0.005725367,0.008729959,0.008368356,0.0060603824,0.0075410246,0.007061876,0.0064722137,0.008467434,0.0093335835,0.010366264,0.006837603,0.0081316065,0.0075679542,0.004708411,0.0061808703,0.008921068,0.005583864,0.008857679,0.008512593,0.006885965,0.0070961714,0.009079644,0.0069755986,0.0074593346,0.007436337,0.0063504926,0.007256447,0.009544075,0.008992536,0.007551559,0.008439553,0.0068189967,0.007877549,0.007147558,0.005850436,0.006203387,0.005331562,0.007503223,0.0082729915,0.005625401,0.0069353804,0.010418498,0.005855352,0.0050122766,0.005932876,0.0067966986,0.008905925,0.0074025136,0.007298828,0.006899307,0.0063638883,0.008795955,0.005856077,0.00763555,0.004946177,0.008720524,0.009753403,0.007944254,0.004578994,0.007268557,0.008479795,0.006412479,0.0060918373,0.0068345163,0.010439143,0.008728572,0.008584228,0.007746594,0.0076548285,0.007365382,0.008016773,0.0058442685,0.00417973,0.0057257544,0.0067066574,0.0047655716,0.0071911933,0.00545418,0.0060968557,0.006480135,0.006689211,0.005243347,0.007489829,0.0072672106,0.0086798435,0.007874744,0.0049016434,0.009201679,0.009654735,0.005758911,0.007737406,0.006078346,0.0061893165,0.0057473127,0.006207556,0.006681977,0.007162296,0.008610213,0.003764661,0.0070785144,0.004597922,0.0083747795,0.005039574,0.0072550583,0.007780066,0.0047724284,0.0065433667,0.0066040093,0.007296464,0.0058167926,0.006613492,0.0069910726,0.0070482334,0.0074688843,0.007355338,0.007244428,0.0060827136,0.008264612,0.0064047202,85,4.92361458854192,0.9963518537915852
10,78,10:78,"They said, ""Have you come to us to turn us away from that upon which we found our fathers and so that you two may have grandeur in the land? And we are not believers in you.""",0.0059158127,0.0069559696,0.00862906,0.010262876,0.006564725,0.0045454837,0.010264305,0.007824164,0.00793745,0.005677007,0.0072882865,0.008384403,0.0075910487,0.008097881,0.006578025,0.008548486,0.010072714,0.0103249885,0.008823007,0.0067832978,0.0075865486,0.0044301236,0.008740492,0.0077123917,0.0057228766,0.006997058,0.0073165973,0.006529719,0.0074143563,0.009800662,0.0076878355,0.0077145454,0.008400239,0.008408033,0.005056378,0.008155291,0.0092152385,0.006183756,0.007451461,0.008500471,0.0060209013,0.007955705,0.008363727,0.007597867,0.0069872593,0.005287286,0.0060646003,0.0055546043,0.010578113,0.0071298652,0.007217028,0.008756154,0.0060109575,0.008756708,0.0077759917,0.0074081165,0.006482311,0.0067492295,0.007000318,0.007245518,0.006064777,0.0078053186,0.0099998545,0.0070242374,0.0041608214,0.0073615853,0.0069175144,0.009946883,0.006340767,0.0075730043,0.0059210323,0.0051600668,0.007884114,0.0068447087,0.006242434,0.004468474,0.009046645,0.008356261,0.008498269,0.0059555657,0.006589341,0.0081413,0.0049860477,0.0066003585,0.008267917,0.008830869,0.007319146,0.009829466,0.008707543,0.007730262,0.0070259436,0.007089951,0.0068981717,0.0035420887,0.006955742,0.0044415747,0.0037881883,0.009088947,0.006746804,0.004100717,0.006011051,0.0046738987,0.0045840885,0.006671126,0.0075549143,0.009706777,0.007333861,0.005444914,0.008043122,0.009468189,0.006187317,0.0076833977,0.0066998666,0.006412228,0.006030498,0.007948285,0.00848108,0.008780275,0.008239179,0.0055883517,0.005892378,0.0044974587,0.008409144,0.0050776126,0.0073523675,0.0094329985,0.002013292,0.0057423906,0.005713089,0.008060422,0.0061839893,0.005492181,0.007844576,0.0060893474,0.008599451,0.0068638707,0.0075394753,0.0074185045,0.00526284,0.005684131,48,4.916100225771465,0.9948312332917945
10,79,10:79,"And Pharaoh said, ""Bring to me every learned magician.""",0.006175931,0.007880614,0.010912669,0.008176628,0.00751546,0.004677433,0.009633711,0.010195257,0.00831486,0.005405266,0.01312344,0.007064565,0.008463191,0.008416346,0.006335272,0.00864868,0.009665666,0.010282908,0.0073894886,0.0063435393,0.0065614395,0.0045648185,0.00921896,0.00892593,0.005644674,0.0060620555,0.0069554574,0.006946883,0.008788233,0.009271476,0.010854289,0.007819659,0.0058354265,0.008245459,0.0063746017,0.0055557485,0.009934374,0.0073285894,0.0051242765,0.0088832155,0.0047928705,0.007350034,0.008029653,0.009674179,0.0079644285,0.0068585514,0.0062619173,0.0070613064,0.010438513,0.0063785217,0.006479847,0.008049696,0.00699514,0.0066323136,0.008098478,0.00931899,0.008254569,0.006646849,0.0063557564,0.007591518,0.0053320285,0.008354355,0.008674385,0.0059516975,0.005890625,0.005919066,0.0068135397,0.010221722,0.0052836426,0.006172267,0.0049635163,0.0063606626,0.008520172,0.0075037125,0.0074260184,0.0033898351,0.008516735,0.008782595,0.008844436,0.007261039,0.0065839225,0.0069883266,0.004366786,0.0077281306,0.009696189,0.009260459,0.008387211,0.007909621,0.008899233,0.008478692,0.008170445,0.007354209,0.0053418446,0.0027660476,0.0069952332,0.004155625,0.0034101924,0.009699622,0.006101333,0.0041823005,0.0055788336,0.006849768,0.0031927463,0.0073298807,0.007253628,0.00956577,0.0061702724,0.0035839835,0.007917008,0.009602901,0.0059396443,0.008897666,0.005558491,0.006610585,0.0048874216,0.009468629,0.004476871,0.0048016137,0.009566412,0.005580154,0.005391806,0.0061088023,0.00766297,0.0061842967,0.008480505,0.008310208,0.002725528,0.007055683,0.0054517835,0.0070034643,0.0046483586,0.005926458,0.009456507,0.0047857612,0.0060209087,0.00859005,0.004677163,0.007386027,0.005690401,0.006203953,10,4.906525061162911,0.9928935850789767
10,80,10:80,"So when the magicians came, Moses said to them, ""Throw down whatever you will throw.""",0.0072092423,0.0070724203,0.009406742,0.0077397698,0.0062481374,0.007110227,0.008569119,0.009822109,0.009279036,0.0050069783,0.0097367475,0.007092257,0.007302611,0.009818828,0.0069551226,0.0058202483,0.008222139,0.009714255,0.009977399,0.007214032,0.005661837,0.004923892,0.007416555,0.008289416,0.004463187,0.007719184,0.0063025136,0.006063883,0.0074166567,0.0074806577,0.01272973,0.0066458285,0.0056268754,0.00659071,0.005854773,0.0070978436,0.008200124,0.007960749,0.007811867,0.007553863,0.00884574,0.007040098,0.008309114,0.0071660955,0.006974667,0.0052941106,0.006494619,0.006419535,0.010376257,0.008788909,0.007866133,0.0073013664,0.0058153584,0.0077699767,0.00647584,0.0076570055,0.004562184,0.0070396354,0.007997738,0.007395131,0.0054411725,0.00885616,0.0074508786,0.006437789,0.0057818834,0.0071860584,0.006079256,0.008914482,0.005373959,0.0077814367,0.006810391,0.006937676,0.007296609,0.007730168,0.007400087,0.006414588,0.00846422,0.007944062,0.006980333,0.006745979,0.006694991,0.009000027,0.00599287,0.0071018925,0.0070382347,0.0057150256,0.00755533,0.0075680157,0.009907063,0.0068900483,0.0088169845,0.0077967313,0.006749517,0.0056412257,0.008447432,0.005887538,0.0050367387,0.0064244927,0.004989726,0.0049182875,0.005057512,0.007771693,0.00556089,0.006190643,0.0070077516,0.008208368,0.0087974295,0.0070387884,0.0077743432,0.008623849,0.008846156,0.008057588,0.0072975536,0.005524298,0.0055266246,0.008356558,0.0051683257,0.004451813,0.0061711306,0.006097592,0.0059402203,0.0076172836,0.007959303,0.0061234375,0.0099055115,0.007173521,0.004012938,0.0051189684,0.0067934073,0.0060872296,0.0072065773,0.005703535,0.0072857686,0.007395103,0.0075483313,0.008241494,0.0060516847,0.0070344335,0.0071084746,0.0052474467,30,4.922520278196121,0.9961304071039835
10,81,10:81,"And when they had thrown, Moses said, ""What you have brought is [only] magic. Indeed, Allah will expose its worthlessness. Indeed, Allah does not amend the work of corrupters.",0.006462309,0.008757092,0.0075569185,0.0072712195,0.008112327,0.0076071518,0.0075951684,0.008813567,0.007566521,0.0064542987,0.007769618,0.00707942,0.008744388,0.00820307,0.0071568917,0.0064355964,0.008373006,0.008025158,0.0072176927,0.0076198312,0.004691276,0.0072431886,0.0062532197,0.00835311,0.0063941595,0.007111128,0.008332126,0.007505692,0.009336343,0.008037542,0.009433946,0.0069231982,0.006843108,0.0078950515,0.0054110973,0.0074690334,0.007975151,0.006399866,0.0071618147,0.0071548033,0.006957396,0.007889312,0.007870295,0.00648664,0.008301063,0.007919747,0.007734713,0.007628514,0.00865392,0.0074758185,0.0056180605,0.0072467965,0.0073333536,0.007001576,0.006359761,0.0075793886,0.0052153245,0.006687921,0.006840388,0.008014189,0.006523521,0.0076276595,0.007450338,0.005737625,0.00644,0.0072931196,0.0064296694,0.008455419,0.006407614,0.0066625597,0.007714257,0.0068197325,0.009015402,0.0082763685,0.008622424,0.0060870117,0.00798182,0.008464,0.0074145948,0.00645538,0.007431581,0.007705252,0.005343888,0.0076336884,0.007171966,0.006776492,0.008608441,0.0072168955,0.008177579,0.0067728832,0.007804622,0.0069382135,0.006508006,0.005877776,0.0078412825,0.00730171,0.0044993036,0.006705552,0.0068489346,0.0064476645,0.007240142,0.0072456165,0.0057189423,0.0065896045,0.0066113765,0.0073169274,0.006595251,0.005151723,0.0075582503,0.008295256,0.0073929983,0.007382281,0.0056141466,0.0073174415,0.0048282747,0.007912288,0.0064428067,0.00543866,0.0073078345,0.002559797,0.0072758608,0.0074678524,0.007838089,0.006573978,0.0069096624,0.006970132,0.0059428597,0.006796868,0.0071520116,0.0074543576,0.0070777214,0.007196833,0.0070949327,0.007608584,0.006392357,0.0071938266,0.0060640885,0.006135824,0.0073884875,0.007895557,30,4.93123769526038,0.9978944799200121
10,82,10:82,"And Allah will establish the truth by His words, even if the criminals dislike it.""",0.007834346,0.008055219,0.0076345867,0.008085901,0.007397113,0.0067343777,0.007223309,0.0071889777,0.0090304315,0.0057435366,0.0066112536,0.0065606935,0.008529781,0.007336193,0.007654376,0.00796425,0.008524795,0.006822889,0.0069252597,0.006952695,0.004856481,0.0074488455,0.008112039,0.008400322,0.0068395133,0.007901324,0.0074109146,0.0057048937,0.00870208,0.009225517,0.006816805,0.0065206042,0.008612743,0.007817765,0.005651202,0.0066041937,0.009382361,0.006149171,0.007964561,0.0063855955,0.0079985,0.008079508,0.008781689,0.0059504816,0.007881733,0.008285377,0.006543204,0.008265367,0.00815619,0.008757307,0.005562406,0.007330871,0.0076918537,0.007545264,0.00716318,0.006369917,0.0041005723,0.0063774595,0.008317333,0.009592363,0.0054022027,0.0062478865,0.007780044,0.0074304757,0.00610401,0.0074491305,0.007274649,0.008510893,0.0058932295,0.007159828,0.0077784406,0.008307872,0.008198899,0.007179205,0.007784314,0.004897203,0.008344336,0.009115936,0.008319249,0.0062267557,0.008248114,0.008070958,0.005835442,0.0050633578,0.006593825,0.009952235,0.008430201,0.008244738,0.007878929,0.008014038,0.006232691,0.0066791386,0.006788283,0.005233596,0.0056859357,0.007131686,0.004742904,0.007846589,0.0067558526,0.006658757,0.0064730053,0.0072202263,0.005907245,0.0062945443,0.0060331607,0.007329182,0.0072485944,0.0052006845,0.008022966,0.009095894,0.005848078,0.0066036624,0.005997635,0.0062868525,0.0059535555,0.0067285034,0.0048270747,0.0074402597,0.009437703,0.0023002576,0.007978835,0.005568191,0.008705444,0.0052813594,0.0077195494,0.0065158065,0.0065357587,0.0085362755,0.007698579,0.0074299052,0.006059646,0.00520817,0.006859761,0.0072537805,0.0073556537,0.0060081137,0.009675972,0.006564053,0.0066263853,0.0066103907,85,4.925845238446758,0.9968032522769618
