surah,verse,verse_id,translation,component_probability_00,component_probability_01,component_probability_02,component_probability_03,component_probability_04,component_probability_05,component_probability_06,component_probability_07,component_probability_08,component_probability_09,component_probability_10,component_probability_11,dominant_membership,membership_entropy
3,57,3:57,"But as for those who believed and did righteous deeds, He will give them in full their rewards, and Allah does not like the wrongdoers.",0.00084198354,0.0034633735,8.6803354e-08,4.2501222e-10,1.3715704e-07,0.87738794,0.0001909062,0.0,0.1181154,1.9407791e-08,1.9866934e-12,1.8863363e-14,5,0.39429475847409823
3,58,3:58,"This is what We recite to you, [O Muhammad], of [Our] verses and the precise [and wise] message.",0.0013459224,0.05485736,6.631444e-08,6.833386e-10,2.1694454e-07,0.94378805,6.4691408e-06,0.0,2.0206892e-06,4.1243345e-07,9.673566e-09,1.7049418e-08,5,0.22286577738174215
3,59,3:59,"Indeed, the example of Jesus to Allah is like that of Adam. He created Him from dust; then He said to him, ""Be,"" and he was.",0.0051282677,0.03697462,2.2449916e-05,5.182429e-10,5.5501683e-09,0.91656005,0.041311786,0.0,1.8548677e-07,2.7963443e-07,8.236202e-08,1.9851867e-11,5,0.36071703813173944
3,60,3:60,"The truth is from your Lord, so do not be among the doubters.",0.047142483,0.7570023,3.417891e-06,1.6379447e-08,4.229705e-05,0.19572543,7.470236e-05,0.0,4.589316e-08,2.2306576e-06,3.7798272e-06,1.0890604e-08,1,0.6752344108252355
3,61,3:61,"Then whoever argues with you about it after [this] knowledge has come to you - say, ""Come, let us call our sons and your sons, our women and your women, ourselves and yourselves, then supplicate earnestly [together] and invoke the curse of Allah upon the liars [among us].""",0.0004662557,0.0010015217,3.0030723e-08,9.448875e-07,1.1557549e-05,0.4011126,1.6418805e-07,0.0,8.329275e-10,0.09109928,7.087997e-11,0.50630766,11,0.9399170876627905
3,62,3:62,"Indeed, this is the true narration. And there is no deity except Allah. And indeed, Allah is the Exalted in Might, the Wise.",0.0037430862,0.011479924,2.8949216e-07,5.629319e-09,8.474478e-06,0.98456407,0.00019457495,0.0,4.4416257e-07,2.1837683e-07,9.676681e-06,6.627026e-13,5,0.08940216291332127
3,63,3:63,"But if they turn away, then indeed - Allah is Knowing of the corrupters.",0.001093697,0.0005935269,4.7189122e-08,3.3221276e-11,2.8935938e-09,0.9983115,3.3657088e-07,0.0,1.6272207e-08,8.057539e-09,3.6504172e-08,8.3868385e-14,5,0.013560592513040936
3,64,3:64,"Say, ""O People of the Scripture, come to a word that is equitable between us and you - that we will not worship except Allah and not associate anything with Him and not take one another as lords instead of Allah."" But if they turn away, then say, ""Bear witness that we are Muslims [submitting to Him].""",6.6805965e-09,4.3137125e-09,5.501501e-15,2.169173e-14,3.3091585e-14,1.511579e-07,3.9547678e-11,0.0,2.7221314e-15,1.0884912e-16,2.4462354e-15,1.0,11,2.5839110569344466e-06
3,65,3:65,"O People of the Scripture, why do you argue about Abraham while the Torah and the Gospel were not revealed until after him? Then will you not reason?",0.33387116,0.11145209,1.9442385e-09,1.2775874e-05,2.894063e-05,0.14967112,0.0013170381,0.0,3.5327499e-09,1.4930164e-08,0.40364522,8.390275e-11,10,1.2704495126190214
3,66,3:66,"Here you are - those who have argued about that of which you have [some] knowledge, but why do you argue about that of which you have no knowledge? And Allah knows, while you know not.",0.0013880532,0.0006095683,3.0525205e-06,3.221877e-07,2.2200888e-06,0.99799544,1.1432921e-06,0.0,1.1344284e-08,1.7373752e-08,4.502162e-09,3.1719094e-10,5,0.015736963308266193
3,67,3:67,"Abraham was neither a Jew nor a Christian, but he was one inclining toward truth, a Muslim [submitting to Allah]. And he was not of the polytheists.",0.05055837,0.048343353,7.213235e-08,1.8963581e-06,4.518637e-05,0.88426274,0.016653946,0.0,1.13774e-07,2.2885094e-06,0.00013215013,1.5043591e-08,5,0.4760058168805818
3,68,3:68,"Indeed, the most worthy of Abraham among the people are those who followed him [in submission to Allah] and this prophet, and those who believe [in his message]. And Allah is the ally of the believers.",0.00029047715,0.015814926,5.7520686e-11,2.5186533e-09,1.3338717e-08,0.98385066,4.5588225e-05,0.0,4.348244e-08,2.2914934e-09,1.181849e-07,5.8552596e-10,5,0.0844238965226708
3,69,3:69,"A faction of the people of the Scripture wish they could mislead you. But they do not mislead except themselves, and they perceive [it] not.",0.004484966,0.99218386,1.1850582e-08,1.9671512e-07,9.884851e-09,0.0033176458,9.451259e-06,0.0,4.5425498e-08,8.359017e-07,2.4999435e-06,1.3111714e-13,1,0.05113210522421862
3,70,3:70,"O People of the Scripture, why do you disbelieve in the verses of Allah while you witness [to their truth]?",0.0023343174,0.00037719664,3.3898556e-07,2.2332213e-05,6.239562e-07,0.9972572,1.371231e-06,0.0,2.98835e-10,1.2367912e-08,5.435627e-06,7.78728e-12,5,0.02019622140292889
3,71,3:71,"O People of the Scripture, why do you confuse the truth with falsehood and conceal the truth while you know [it]?",0.6880815,0.20442173,2.374748e-07,1.1450898e-07,6.241684e-06,0.10719305,0.0002915662,0.0,1.4430177e-09,6.3664623e-07,1.1058659e-06,1.4399748e-12,0,0.8236250267765853
3,72,3:72,"And a faction of the People of the Scripture say [to each other], ""Believe in that which was revealed to the believers at the beginning of the day and reject it at its end that perhaps they will abandon their religion,",0.0008151824,0.9943626,1.6885541e-07,1.6307128e-08,2.3621018e-05,0.004753305,8.200846e-06,0.0,3.875233e-09,5.0702685e-08,3.5971338e-05,5.149138e-13,1,0.03756379560028616
3,73,3:73,"And do not trust except those who follow your religion."" Say, ""Indeed, the [true] guidance is the guidance of Allah. [Do you fear] lest someone be given [knowledge] like you were given or that they would [thereby] argue with you before your Lord?"" Say, ""Indeed, [all] bounty is in the hand of Allah - He grants it to whom He wills. And Allah is all-Encompassing and Wise.""",0.0010635268,0.0001051565,1.6828449e-06,3.4890074e-10,1.1242527e-08,0.120117866,8.9221237e-07,0.0,4.392825e-08,1.7029211e-07,1.6473218e-12,0.87871104,11,0.3764629462770232
3,74,3:74,He selects for His mercy whom He wills. And Allah is the possessor of great bounty.,0.010647208,0.010221135,8.146336e-08,3.5601827e-11,2.955412e-06,0.96804345,0.011055138,0.0,3.3700293e-05,1.522359e-08,6.435986e-13,9.152547e-13,5,0.1768395378137861
3,75,3:75,"And among the People of the Scripture is he who, if you entrust him with a great amount [of wealth], he will return it to you. And among them is he who, if you entrust him with a [single] silver coin, he will not return it to you unless you are constantly standing over him [demanding it]. That is because they say, ""There is no blame upon us concerning the unlearned."" And they speak untruth about Allah while they know [it].",0.0017107835,0.0042992034,4.684905e-08,1.6679708e-08,2.4424118e-08,0.9939834,4.2969177e-06,0.0,2.617471e-06,9.198247e-08,2.6578877e-07,3.3721536e-11,5,0.04041907606133956
3,76,3:76,"But yes, whoever fulfills his commitment and fears Allah - then indeed, Allah loves those who fear Him.",0.0037891734,0.00095898187,2.692717e-08,3.323218e-11,2.2562856e-09,0.99497724,0.00027373605,0.0,6.092765e-08,2.18783e-06,7.346595e-13,3.902369e-15,5,0.03507724158524442
3,77,3:77,"Indeed, those who exchange the covenant of Allah and their [own] oaths for a small price will have no share in the Hereafter, and Allah will not speak to them or look at them on the Day of Resurrection, nor will He purify them; and they will have a painful punishment.",0.34628224,0.6393399,4.2229153e-06,9.722267e-13,3.9774096e-07,0.012407646,0.001960675,0.0,6.001561e-06,7.059893e-07,7.172766e-07,9.966926e-12,1,0.7200584352050072
3,78,3:78,"And indeed, there is among them a party who alter the Scripture with their tongues so you may think it is from the Scripture, but it is not from the Scripture. And they say, ""This is from Allah,"" but it is not from Allah. And they speak untruth about Allah while they know.",0.00071879243,0.003774286,1.4266321e-07,8.948599e-09,1.7883038e-09,0.9955012,1.0355571e-06,0.0,2.5626264e-07,9.857862e-07,5.43073e-08,1.3689585e-12,5,0.030785167462985718
3,79,3:79,"It is not for a human [prophet] that Allah should give him the Scripture and authority and prophethood and then he would say to the people, ""Be servants to me rather than Allah,"" but [instead, he would say], ""Be pious scholars of the Lord because of what you have taught of the Scripture and because of what you have studied.""",0.00073729357,0.0009435454,6.275969e-06,4.6365564e-11,6.1450976e-08,0.998201,0.00010824855,0.0,8.5767954e-13,3.1111203e-08,4.973853e-07,1.356858e-08,5,0.014760355948675455
3,80,3:80,Nor could he order you to take the angels and prophets as lords. Would he order you to disbelief after you had been Muslims?,0.0021042835,0.0021494734,1.4638422e-09,5.249019e-11,1.1916229e-07,0.9936193,0.002124772,0.0,1.9578309e-07,5.304031e-10,6.0825207e-09,5.7457555e-10,5,0.04561496164592776
3,81,3:81,"And [recall, O People of the Scripture], when Allah took the covenant of the prophets, [saying], ""Whatever I give you of the Scripture and wisdom and then there comes to you a messenger confirming what is with you, you [must] believe in him and support him."" [Allah] said, ""Have you acknowledged and taken upon that My commitment?"" They said, ""We have acknowledged it."" He said, ""Then bear witness, and I am with you among the witnesses.""",7.2514296e-05,0.0003758193,2.2492399e-08,1.154537e-08,1.2273075e-07,0.9995271,1.6469623e-06,0.0,2.0372988e-06,2.9886838e-08,2.0441741e-05,1.6475622e-10,5,0.004400278702206633
3,82,3:82,And whoever turned away after that - they were the defiantly disobedient.,0.9987419,0.00029685668,3.1781364e-09,6.5623875e-09,1.5861705e-08,4.2569514e-11,0.0009572933,0.0,2.1053307e-15,7.2290156e-09,4.567698e-06,9.2249465e-17,0,0.010379734498230948
3,83,3:83,"So is it other than the religion of Allah they desire, while to Him have submitted [all] those within the heavens and earth, willingly or by compulsion, and to Him they will be returned?",0.00057395955,0.00036739785,3.5935252e-06,9.011218e-09,6.928808e-08,0.99905443,5.9900077e-07,0.0,1.5262949e-09,1.9240816e-09,1.250033e-10,1.9479548e-12,5,0.008189340769042165
3,84,3:84,"Say, ""We have believed in Allah and in what was revealed to us and what was revealed to Abraham, Ishmael, Isaac, Jacob, and the Descendants, and in what was given to Moses and Jesus and to the prophets from their Lord. We make no distinction between any of them, and we are Muslims [submitting] to Him.""",9.6627275e-08,8.515689e-08,1.754212e-14,5.6614323e-15,5.260565e-11,2.0927132e-06,4.326713e-10,0.0,2.5962592e-14,2.6997439e-14,1.550912e-14,1.0,11,3.032426547230983e-05
3,85,3:85,"And whoever desires other than Islam as religion - never will it be accepted from him, and he, in the Hereafter, will be among the losers.",0.00030422816,7.417872e-05,1.1589995e-06,1.2575542e-06,2.307761e-06,0.99961483,3.660669e-07,0.0,6.902578e-10,3.4195535e-10,2.3025835e-12,3.2399756e-11,5,0.003622345101889811
3,86,3:86,How shall Allah guide a people who disbelieved after their belief and had witnessed that the Messenger is true and clear signs had come to them? And Allah does not guide the wrongdoing people.,0.07045087,0.28883561,3.4154338e-10,2.3166294e-10,1.4425804e-05,0.63499886,0.0056974315,0.0,1.0544911e-08,1.1350474e-08,1.7434235e-08,1.8184085e-07,5,0.8635796526517793
3,87,3:87,"Those - their recompense will be that upon them is the curse of Allah and the angels and the people, all together,",0.0007751392,0.11404028,3.5751327e-07,1.0704842e-08,9.441893e-05,0.8669775,1.3682421e-06,0.0,0.01810999,2.2937786e-07,5.650464e-10,6.5732467e-13,5,0.45045788056953323
3,88,3:88,"Abiding eternally therein. The punishment will not be lightened for them, nor will they be reprieved.",0.022793135,0.9448687,3.4700995e-06,2.4520965e-05,2.0031216e-06,2.80113e-05,7.42008e-05,0.0,0.032202385,6.1307404e-09,6.265069e-11,7.988938e-12,1,0.2517381912396819
3,89,3:89,"Except for those who repent after that and correct themselves. For indeed, Allah is Forgiving and Merciful.",8.5075635e-10,1.2135122e-09,3.111511e-16,4.6447006e-18,8.1989e-15,1.48549475e-08,7.1393082e-12,0.0,1.0,1.3230338e-13,4.3222747e-18,3.394375e-20,8,3.1081713715690954e-07
3,90,3:90,"Indeed, those who reject the message after their belief and then increase in disbelief - never will their [claimed] repentance be accepted, and they are the ones astray.",0.009715941,0.85704374,7.6492057e-10,6.7551914e-10,6.1631533e-07,0.010318526,5.6929252e-06,0.0,0.1229162,1.0735712e-09,1.3431888e-10,1.4960821e-10,1,0.4821725601824097
3,91,3:91,"Indeed, those who disbelieve and die while they are disbelievers - never would the [whole] capacity of the earth in gold be accepted from one of them if he would [seek to] ransom himself with it. For those there will be a painful punishment, and they will have no helpers.",0.012941639,0.98591703,1.961188e-06,6.92704e-07,5.8572542e-08,8.3309176e-05,0.0010566723,0.0,8.882591e-08,9.3642525e-09,6.7326555e-10,3.0061179e-10,1,0.07830630444034321
3,92,3:92,"Never will you attain the good [reward] until you spend [in the way of Allah] from that which you love. And whatever you spend - indeed, Allah is Knowing of it.",0.8028791,0.18849315,2.5135978e-07,1.10595394e-07,2.821903e-06,0.0012779689,0.0073456247,0.0,8.1374884e-07,2.6384628e-06,1.873867e-11,1.1316604e-11,0,0.5355055673840113
3,93,3:93,"All food was lawful to the Children of Israel except what Israel had made unlawful to himself before the Torah was revealed. Say, [O Muhammad], ""So bring the Torah and recite it, if you should be truthful.""",0.1310704,0.00450869,0.68073994,1.1896296e-06,2.6577658e-07,0.18135232,4.026294e-05,0.0,1.0271681e-08,7.380406e-08,0.0022892202,2.022861e-09,2,0.8764599505247473
3,94,3:94,And whoever invents about Allah untruth after that - then those are [truly] the wrongdoers.,0.0015759876,0.00016416138,1.954867e-08,4.4732142e-09,2.4620129e-05,0.9982316,4.6151636e-06,0.0,3.5681296e-07,4.0841135e-07,5.225347e-10,1.6071956e-08,5,0.013697112318579936
3,95,3:95,"Say, ""Allah has told the truth. So follow the religion of Abraham, inclining toward truth; and he was not of the polytheists.""",1.9805652e-11,5.765884e-12,5.882401e-15,1.5492608e-16,3.575089e-16,2.3510127e-09,3.9999623e-13,0.0,4.513715e-18,1.3909069e-15,3.2907855e-18,1.0,11,4.756928249395883e-08
3,96,3:96,"Indeed, the first House [of worship] established for mankind was that at Makkah - blessed and a guidance for the worlds.",0.33013505,0.6677872,0.0005560376,2.1697514e-07,1.2453563e-07,0.00025894472,0.0012325132,0.0,4.909454e-09,4.495133e-06,2.4069264e-05,3.1830594e-11,1,0.6503951224581718
3,97,3:97,"In it are clear signs [such as] the standing place of Abraham. And whoever enters it shall be safe. And [due] to Allah from the people is a pilgrimage to the House - for whoever is able to find thereto a way. But whoever disbelieves - then indeed, Allah is free from need of the worlds.",0.2408566,0.3430243,1.5594019e-06,0.00015765819,5.8056066e-06,0.40192434,0.013993036,0.0,4.5798676e-10,3.7145488e-05,3.0705845e-08,5.0279286e-10,5,1.1378326972368593
3,98,3:98,"Say, ""O People of the Scripture, why do you disbelieve in the verses of Allah while Allah is Witness over what you do?""",2.9116006e-07,4.944644e-07,2.326698e-11,1.3344861e-10,1.0783478e-11,8.3169456e-05,1.7465179e-09,0.0,1.7570898e-09,1.4272946e-09,4.913855e-10,0.9999161,11,0.0008769415680347555
3,99,3:99,"Say, ""O People of the Scripture, why do you avert from the way of Allah those who believe, seeking to make it [seem] deviant, while you are witnesses [to the truth]? And Allah is not unaware of what you do.""",3.7693518e-10,1.3837713e-10,1.9507628e-15,5.8105934e-13,3.175085e-15,6.4171966e-09,1.2046089e-12,0.0,3.0967212e-16,2.987193e-14,6.934857e-17,1.0,11,1.3260270014195926e-07
3,100,3:100,"O you who have believed, if you obey a party of those who were given the Scripture, they would turn you back, after your belief, [to being] unbelievers.",0.003515848,0.98573655,2.2584334e-06,3.6201033e-08,5.2537166e-07,0.0107128825,3.130494e-05,0.0,1.9853421e-07,3.7366868e-07,2.8683978e-06,3.1009037e-10,1,0.0830318595185552
3,101,3:101,And how could you disbelieve while to you are being recited the verses of Allah and among you is His Messenger? And whoever holds firmly to Allah has [indeed] been guided to a straight path.,0.0009927653,0.0056744833,9.215769e-09,2.5276718e-09,3.4868302e-07,0.9933276,4.1945304e-06,0.0,2.453591e-07,1.4682107e-08,4.922131e-09,1.33053586e-11,5,0.04292365011589429
3,102,3:102,"O you who have believed, fear Allah as He should be feared and do not die except as Muslims [in submission to Him].",3.9382347e-05,6.0562543e-05,3.9414172e-07,1.3872159e-12,1.13639096e-07,0.9999008,1.6699964e-07,0.0,7.270439e-10,2.3039827e-10,1.4090183e-12,1.3513553e-10,5,0.0010970329361682364
3,103,3:103,"And hold firmly to the rope of Allah all together and do not become divided. And remember the favor of Allah upon you - when you were enemies and He brought your hearts together and you became, by His favor, brothers. And you were on the edge of a pit of the Fire, and He saved you from it. Thus does Allah make clear to you His verses that you may be guided.",0.009566987,0.0037586824,3.0665677e-09,1.7550342e-08,3.7316445e-07,0.98661685,5.7708334e-05,0.0,4.992554e-09,7.857113e-10,1.2939964e-09,3.8168673e-11,5,0.07933087740543354
3,104,3:104,"And let there be [arising] from you a nation inviting to [all that is] good, enjoining what is right and forbidding what is wrong, and those will be the successful.",0.22058952,0.77835524,2.9551538e-05,3.9656662e-08,2.397386e-06,1.11284365e-07,0.0010228812,0.0,2.8990641e-08,1.4738559e-08,4.779254e-09,2.239513e-09,1,0.535829888900342
3,105,3:105,And do not be like the ones who became divided and differed after the clear proofs had come to them. And those will have a great punishment.,0.020047767,0.03623707,2.5387656e-09,1.150479e-08,0.0011213431,0.9425719,1.598156e-05,0.0,7.93056e-09,5.9453115e-10,5.318932e-07,1.7239029e-06,5,0.26217388061836755
3,106,3:106,"On the Day [some] faces will turn white and [some] faces will turn black. As for those whose faces turn black, [to them it will be said], ""Did you disbelieve after your belief? Then taste the punishment for what you used to reject.""",0.028642923,0.74977726,1.6757222e-05,7.575192e-09,0.22085051,8.745259e-05,0.0006247693,0.0,4.4173234e-09,1.0240504e-07,4.4711516e-08,3.7536597e-07,1,0.6568471721745505
3,107,3:107,"But as for those whose faces will turn white, [they will be] within the mercy of Allah. They will abide therein eternally.",0.023235511,0.1230668,0.0026721356,5.1599538e-05,0.0008940911,0.84406555,0.005364772,0.0,0.00020801,0.00044018924,3.039248e-08,2.403672e-10,5,0.544162565627372
3,108,3:108,"These are the verses of Allah. We recite them to you, [O Muhammad], in truth; and Allah wants no injustice to the worlds.",0.07806534,0.1848093,4.916999e-05,8.362186e-12,0.00034294138,0.73653847,2.1717742e-05,0.0,2.3141181e-05,0.00015260019,2.530103e-09,2.8888704e-11,5,0.7413945630355164
3,109,3:109,To Allah belongs whatever is in the heavens and whatever is on the earth. And to Allah will [all] matters be returned.,0.99014586,0.009036927,0.0005105408,6.933265e-11,9.255761e-08,3.919785e-05,0.0002660032,0.0,4.5161858e-07,1.0576945e-07,1.134272e-09,2.190952e-15,0,0.05880435934798352
3,110,3:110,"You are the best nation produced [as an example] for mankind. You enjoin what is right and forbid what is wrong and believe in Allah. If only the People of the Scripture had believed, it would have been better for them. Among them are believers, but most of them are defiantly disobedient.",0.088119455,0.24099998,1.0949519e-06,1.5541202e-09,6.788523e-08,0.67081016,1.4631305e-05,0.0,2.867651e-08,1.7517796e-05,3.586337e-05,3.1173792e-09,5,0.8255529066369263
3,111,3:111,"They will not harm you except for [some] annoyance. And if they fight you, they will show you their backs; then they will not be aided.",0.9973561,0.002475615,0.00013864544,2.808914e-09,5.9702204e-10,4.1481265e-08,2.9966797e-05,0.0,2.701819e-11,3.839573e-12,1.4872771e-13,6.3579696e-14,0,0.019041769790037338
3,112,3:112,"They have been put under humiliation [by Allah] wherever they are overtaken, except for a covenant from Allah and a rope from the Muslims. And they have drawn upon themselves anger from Allah and have been put under destitution. That is because they disbelieved in the verses of Allah and killed the prophets without right. That is because they disobeyed and [habitually] transgressed.",0.012603036,0.09871622,1.6789892e-08,1.1086779e-08,1.6860512e-06,0.8886655,1.7527209e-06,0.0,1.4183034e-06,1.322608e-08,6.627278e-06,6.788694e-11,5,0.3887389807592763
3,113,3:113,"They are not [all] the same; among the People of the Scripture is a community standing [in obedience], reciting the verses of Allah during periods of the night and prostrating [in prayer].",0.2831237,0.07302684,7.742696e-06,6.35251e-08,0.0018800895,0.6418716,1.7333796e-05,0.0,3.6499959e-10,2.0788754e-07,7.460325e-05,5.293757e-12,5,0.8457510459158213
3,114,3:114,"They believe in Allah and the Last Day, and they enjoin what is right and forbid what is wrong and hasten to good deeds. And those are among the righteous.",0.3643766,0.5470108,1.9637548e-07,9.3482635e-09,5.1157525e-07,0.08853727,5.9133217e-05,0.0,1.5715554e-05,1.06173694e-07,9.229973e-11,3.6436048e-13,1,0.9132726396941216
3,115,3:115,And whatever good they do - never will it be removed from them. And Allah is Knowing of the righteous.,0.007994676,0.0027781469,6.23206e-10,5.986321e-10,8.8040855e-09,0.9882291,2.7128986e-05,0.0,0.0009742546,3.4984065e-08,8.4098215e-11,3.3285684e-13,5,0.07370094643757652
3,116,3:116,"Indeed, those who disbelieve - never will their wealth or their children avail them against Allah at all, and those are the companions of the Fire; they will abide therein eternally.",0.016232578,0.012019298,1.0649902e-07,0.10218995,3.2922605e-07,0.86913335,4.111442e-05,0.0,4.0465145e-11,0.00038229863,6.0333384e-11,2.2864083e-12,5,0.47845147179679515
3,117,3:117,"The example of what they spend in this worldly life is like that of a wind containing frost which strikes the harvest of a people who have wronged themselves and destroys it. And Allah has not wronged them, but they wrong themselves.",0.015251655,0.057288393,0.00044001295,6.421341e-07,8.255588e-06,0.92671347,5.9571088e-05,0.0,0.00023146578,4.570208e-06,1.02573394e-10,1.0315414e-10,5,0.3042366864589172
3,118,3:118,"O you who have believed, do not take as intimates those other than yourselves, for they will not spare you [any] ruin. They wish you would have hardship. Hatred has already appeared from their mouths, and what their breasts conceal is greater. We have certainly made clear to you the signs, if you will use reason.",8.36387e-06,6.408281e-05,3.7316938e-11,6.0953026e-14,3.6770957e-09,2.926589e-07,6.143336e-09,0.0,3.010978e-14,0.99992365,1.3368564e-16,1.3204262e-14,9,0.0007974699449572035
3,119,3:119,"Here you are loving them but they are not loving you, while you believe in the Scripture - all of it. And when they meet you, they say, ""We believe."" But when they are alone, they bite their fingertips at you in rage. Say, ""Die in your rage. Indeed, Allah is Knowing of that within the breasts.""",0.00056707795,2.916717e-05,1.360569e-08,1.8318937e-08,2.1683356e-08,0.010886319,6.955532e-07,0.0,3.264536e-06,0.9885156,1.9574833e-11,8.9767815e-07,9,0.06523509949517207
3,120,3:120,"If good touches you, it distresses them; but if harm strikes you, they rejoice at it. And if you are patient and fear Allah, their plot will not harm you at all. Indeed, Allah is encompassing of what they do.",0.23901689,0.045840457,4.9303083e-08,2.070782e-11,1.2282678e-07,0.715044,9.741537e-05,0.0,1.3431095e-06,1.6055097e-09,6.237672e-10,4.197389e-09,5,0.7241478626249358
3,121,3:121,"And [remember] when you, [O Muhammad], left your family in the morning to post the believers at their stations for the battle [of Uhud] - and Allah is Hearing and Knowing -",0.0026307986,0.0010996208,1.673452e-08,1.262358e-10,0.00048670452,0.9956759,0.00010338136,0.0,2.725851e-08,1.7442087e-08,4.7284576e-10,1.1937626e-12,5,0.032096725816943276
3,122,3:122,"When two parties among you were about to lose courage, but Allah was their ally; and upon Allah the believers should rely.",0.37362137,0.20498864,1.2942404e-06,6.829555e-10,0.0149042625,0.4050983,0.001384357,0.0,7.071768e-10,2.2976566e-08,6.985922e-08,1.13186384e-10,5,1.1305788015995224
3,123,3:123,And already had Allah given you victory at [the battle of] Badr while you were few in number. Then fear Allah; perhaps you will be grateful.,0.14265493,0.046472903,9.993815e-10,6.108697e-11,2.9890632e-06,0.8108448,2.5351319e-05,0.0,3.186478e-08,1.2420853e-10,3.5354498e-07,5.9938876e-09,5,0.5907448541675975
3,124,3:124,"[Remember] when you said to the believers, ""Is it not sufficient for you that your Lord should reinforce you with three thousand angels sent down?",0.5321018,0.46222046,2.620994e-09,3.1597376e-09,3.0056293e-07,0.001476679,0.0042016953,0.0,4.6177848e-07,1.0133793e-07,1.9781992e-06,9.535542e-11,0,0.7250723015229297
3,125,3:125,"Yes, if you remain patient and conscious of Allah and the enemy come upon you [attacking] in rage, your Lord will reinforce you with five thousand angels having marks [of distinction]",0.27088296,0.006616754,1.592948e-10,3.7691485e-11,4.1634902e-07,0.72243035,7.013195e-05,0.0,3.1036893e-07,2.2619981e-10,6.3443036e-07,2.982643e-11,5,0.6225730660895099
3,126,3:126,"And Allah made it not except as [a sign of] good tidings for you and to reassure your hearts thereby. And victory is not except from Allah, the Exalted in Might, the Wise -",0.73318577,0.23537415,2.8380748e-06,2.442923e-09,0.0100629,0.020589055,0.0007731016,0.0,1.6918535e-09,1.5879346e-05,2.8090977e-08,1.928289e-12,0,0.7000131390904157
3,127,3:127,That He might cut down a section of the disbelievers or suppress them so that they turn back disappointed.,0.012705761,0.08747374,1.2762223e-07,1.728202e-14,1.7709806e-07,0.00033971487,0.89947695,0.0,3.4454528e-10,3.1241887e-09,2.4994332e-10,8.2106414e-14,6,0.3666025685179367
3,128,3:128,"Not for you, [O Muhammad, but for Allah], is the decision whether He should [cut them down] or forgive them or punish them, for indeed, they are wrongdoers.",0.0055026254,0.009032997,0.8318422,6.994258e-11,2.2734466e-07,0.15209888,3.597201e-06,0.0,0.0015202796,1.8288373e-06,5.016986e-11,1.3470958e-07,2,0.520673379952606
3,129,3:129,And to Allah belongs whatever is in the heavens and whatever is on the earth. He forgives whom He wills and punishes whom He wills. And Allah is Forgiving and Merciful.,2.8489776e-05,1.7088902e-05,1.9279626e-07,1.5119831e-14,4.180684e-12,2.7068083e-06,1.5716137e-07,0.0,0.9999543,6.323994e-11,2.4691595e-14,5.3719806e-18,8,0.0005716203055515762
3,130,3:130,"O you who have believed, do not consume usury, doubled and multiplied, but fear Allah that you may be successful.",0.39141744,0.04235928,1.9420845e-06,6.2019546e-13,7.1073424e-07,0.5660479,6.0765033e-05,0.0,7.064627e-09,0.00010828571,3.5302017e-10,1.03848236e-10,5,0.824802737210277
3,131,3:131,"And fear the Fire, which has been prepared for the disbelievers.",0.03563201,0.2304925,1.5223307e-07,0.7263654,3.728461e-05,0.006740981,0.0007324941,0.0,9.108492e-12,9.991037e-09,8.5980405e-09,4.3907936e-10,3,0.7286648473813001
3,132,3:132,And obey Allah and the Messenger that you may obtain mercy.,0.018045444,0.009300912,6.159862e-07,9.713497e-10,4.1860406e-07,0.9722623,0.00020796797,0.0,0.00015911066,1.8221026e-07,8.129068e-10,2.6062236e-05,5,0.14675334740375084
3,133,3:133,"And hasten to forgiveness from your Lord and a garden as wide as the heavens and earth, prepared for the righteous",3.2838334e-06,0.0003420177,0.9995767,2.9655104e-12,1.683254e-08,3.6800492e-13,5.864724e-07,0.0,7.730363e-05,1.7514791e-12,9.722378e-13,7.34881e-13,2,0.003934818731542237
3,134,3:134,Who spend [in the cause of Allah] during ease and hardship and who restrain anger and who pardon the people - and Allah loves the doers of good;,0.44116494,0.54011023,8.658809e-07,3.324783e-08,6.8822345e-08,0.017990183,0.00031479675,0.0,0.00041564982,5.763034e-09,1.1088809e-08,7.8383296e-13,1,0.7717914388627588
3,135,3:135,"And those who, when they commit an immorality or wrong themselves [by transgression], remember Allah and seek forgiveness for their sins - and who can forgive sins except Allah? - and [who] do not persist in what they have done while they know.",1.0830755e-05,0.00015633464,1.6248371e-10,5.213089e-15,3.517336e-11,2.1332324e-05,6.089651e-08,0.0,0.9998131,8.071655e-10,1.7391347e-13,1.0464235e-18,8,0.0019112410394504012
3,136,3:136,"Those - their reward is forgiveness from their Lord and gardens beneath which rivers flow [in Paradise], wherein they will abide eternally; and excellent is the reward of the [righteous] workers.",0.0063128835,0.97928995,0.011536643,8.1755374e-08,4.087151e-08,5.7470952e-09,2.0597901e-05,0.0,0.0028410796,5.235905e-09,1.399426e-10,1.3479404e-12,1,0.1208323752757537
3,137,3:137,"Similar situations [as yours] have passed on before you, so proceed throughout the earth and observe how was the end of those who denied.",0.9345378,0.0540912,3.8384393e-08,2.6403707e-10,5.5110646e-05,0.011267506,6.4478786e-06,0.0,2.2287285e-12,3.1923108e-05,9.7844115e-11,8.192466e-06,0,0.2726484569794601
