surah,verse,verse_id,translation,component_probability_00,component_probability_01,component_probability_02,component_probability_03,component_probability_04,component_probability_05,component_probability_06,component_probability_07,component_probability_08,component_probability_09,component_probability_10,component_probability_11,component_probability_12,component_probability_13,component_probability_14,component_probability_15,component_probability_16,component_probability_17,component_probability_18,component_probability_19,component_probability_20,component_probability_21,component_probability_22,component_probability_23,dominant_membership,membership_entropy
5,76,5:76,"Say, ""Do you worship besides Allah that which holds for you no [power of] harm or benefit while it is Allah who is the Hearing, the Knowing?""",1.5693594e-09,5.4542912e-09,1.8737221e-13,2.4609002e-09,3.5794297e-08,2.2943416e-12,0.0,2.7208265e-13,0.0009655967,5.808494e-11,8.0305276e-11,9.422436e-11,8.914724e-11,2.8401048e-10,6.822122e-36,1.14958915e-07,1.2279584e-07,8.2135765e-09,1.5641152e-05,7.243285e-17,2.3073514e-10,0.99902016,2.2389127e-11,2.6681397e-13,21,0.00786111119434934
5,77,5:77,"Say, ""O People of the Scripture, do not exceed limits in your religion beyond the truth and do not follow the inclinations of a people who had gone astray before and misled many and have strayed from the soundness of the way.""",1.1349195e-12,2.566734e-08,2.3639864e-12,6.3802155e-17,5.5909727e-15,1.3109955e-14,0.0,6.957829e-18,6.406218e-08,7.317647e-13,1.260757e-15,1.1686737e-13,4.432064e-14,1.943153e-12,1.01167775e-26,2.3433227e-08,4.808967e-11,7.288037e-12,8.389721e-06,6.3836234e-17,1.101463e-12,0.9999923,1.5297315e-12,2.6359333e-17,21,0.00010767553713547156
5,78,5:78,"Cursed were those who disbelieved among the Children of Israel by the tongue of David and of Jesus, the son of Mary. That was because they disobeyed and [habitually] transgressed.",1.2147124e-08,0.009496883,0.0001947309,0.00011895762,4.7272214e-14,3.8476622e-07,0.0,4.1012124e-13,4.6788573e-05,1.3190825e-06,1.0509332e-08,2.788468e-10,3.7425406e-12,0.07812255,1.2397647e-12,2.3829358e-05,1.5496227e-07,1.7554052e-05,0.91194946,2.6479118e-05,1.49694e-08,1.2903856e-13,2.7474214e-06,6.3870225e-13,18,0.3314436500005168
5,79,5:79,They used not to prevent one another from wrongdoing that they did. How wretched was that which they were doing.,1.0771026e-10,0.0051613566,9.891246e-05,6.8838024e-10,1.9509063e-13,9.828766e-06,0.0,3.1468813e-15,5.3015288e-08,6.1175787e-12,2.2893005e-09,2.4806743e-09,3.0133647e-16,7.076363e-08,6.403918e-09,3.0078414e-08,0.99238443,1.9034757e-13,0.002344491,2.9739115e-15,2.6926117e-10,2.6416145e-14,5.4466707e-13,4.7007563e-12,16,0.04999480991012088
5,80,5:80,"You see many of them becoming allies of those who disbelieved. How wretched is that which they have put forth for themselves in that Allah has become angry with them, and in the punishment they will abide eternally.",2.1269813e-07,3.4387322e-09,4.2443098e-08,0.0022951397,5.8995175e-10,1.0723137e-11,0.0,2.0481642e-11,0.9324475,7.903505e-08,8.001978e-08,4.803053e-08,5.288062e-06,0.007990011,3.252e-42,0.057182718,4.1523755e-05,5.767392e-08,3.1183725e-05,1.2150745e-07,7.964008e-07,8.270057e-13,5.8312426e-06,4.0918778e-08,8,0.2822812175064736
5,81,5:81,"And if they had believed in Allah and the Prophet and in what was revealed to him, they would not have taken them as allies; but many of them are defiantly disobedient.",4.938911e-08,8.8289774e-08,0.0037376496,3.232996e-06,5.241155e-11,7.201959e-09,0.0,3.9362406e-11,0.99400985,2.408757e-10,4.8045092e-12,3.242602e-08,6.576848e-09,5.5854287e-08,7.1628136e-37,0.00039015274,0.0018417501,3.6067e-11,1.8316729e-05,2.8536503e-08,8.3282984e-08,1.9231476e-11,2.6108083e-07,1.1296942e-10,8,0.041773383437419695
5,82,5:82,"You will surely find the most intense of the people in animosity toward the believers [to be] the Jews and those who associate others with Allah; and you will find the nearest of them in affection to the believers those who say, ""We are Christians."" That is because among them are priests and monks and because they are not arrogant.",3.4848056e-09,2.7470114e-07,4.5344752e-11,3.262384e-05,2.290546e-12,3.4264216e-10,0.0,1.5731805e-13,0.0015583755,6.970834e-14,5.189365e-13,3.0910805e-08,3.066177e-12,4.7074566e-09,1.6584464e-32,2.6981988e-07,0.9984067,2.0082349e-11,1.8648083e-06,1.8603874e-15,3.6949496e-11,5.942306e-14,1.0801969e-10,5.832684e-15,16,0.012036092163422345
5,83,5:83,"And when they hear what has been revealed to the Messenger, you see their eyes overflowing with tears because of what they have recognized of the truth. They say, ""Our Lord, we have believed, so register us among the witnesses.",3.954742e-09,0.0013377885,1.5330435e-05,1.8357692e-08,6.764623e-12,1.8111119e-07,0.0,3.0884546e-14,0.00020824104,1.91298e-08,5.513301e-10,7.516553e-10,3.241279e-08,1.1762865e-05,2.3520373e-15,0.7500118,8.1258867e-07,1.2862459e-08,0.24841692,1.7518426e-09,6.7973777e-10,1.15592404e-10,9.34259e-10,3.0447136e-08,15,0.5726470269126147
5,84,5:84,"And why should we not believe in Allah and what has come to us of the truth? And we aspire that our Lord will admit us [to Paradise] with the righteous people.""",3.145586e-07,1.4923795e-07,5.825926e-07,1.0384637e-08,1.9722023e-05,4.7521796e-11,0.0,3.108254e-05,0.31599557,4.880573e-07,2.1386017e-05,1.5893691e-07,1.901204e-06,1.6332164e-07,1.3416333e-38,0.68390244,9.207058e-08,1.190982e-07,1.842929e-05,1.3679289e-14,4.7417025e-08,9.337597e-11,1.1519601e-06,4.45823e-06,15,0.6249721439120914
5,85,5:85,"So Allah rewarded them for what they said with gardens [in Paradise] beneath which rivers flow, wherein they abide eternally. And that is the reward of doers of good.",4.1791796e-07,0.00027134691,3.52789e-08,4.8805276e-10,3.1261675e-09,2.5697955e-12,0.0,0.98325044,0.01181185,1.4487161e-08,6.473208e-08,2.7148897e-10,1.693156e-11,5.689948e-07,1.00872957e-19,9.8685905e-06,1.484231e-09,8.3097257e-10,0.0046538347,6.58658e-12,4.6958752e-07,2.6196264e-15,2.606795e-09,2.9428985e-08,7,0.09639444405776752
5,86,5:86,But those who disbelieved and denied Our signs - they are the companions of Hellfire.,1.1668907e-15,1.15577965e-08,8.946518e-09,7.1801465e-10,5.5530474e-17,6.9256876e-16,0.0,2.1830873e-20,1.8839411e-07,6.5548084e-16,4.73834e-15,2.625513e-12,1.7324765e-17,6.7268214e-12,2.7386056e-25,9.881005e-09,5.4207216e-12,2.235539e-06,6.7374964e-07,0.9999962,6.144345e-16,1.9230998e-15,1.3450722e-15,1.116275e-14,19,4.596785779218385e-05
5,87,5:87,"O you who have believed, do not prohibit the good things which Allah has made lawful to you and do not transgress. Indeed, Allah does not like transgressors.",2.4993344e-05,7.2078745e-07,2.7832275e-11,2.7070302e-10,8.2431084e-10,3.0338557e-12,0.0,4.3158235e-07,0.9998397,1.6238738e-06,2.0097938e-08,1.1856557e-07,6.5792254e-11,6.565721e-08,2.8276386e-34,5.235476e-05,1.1041966e-06,8.684802e-09,7.592971e-05,1.3685495e-07,4.5013056e-08,2.8880676e-10,2.7878568e-06,5.4042486e-11,8,0.0017568692689187942
5,88,5:88,"And eat of what Allah has provided for you [which is] lawful and good. And fear Allah, in whom you are believers.",0.9999962,3.0310836e-09,1.00386465e-14,5.0728426e-15,6.659867e-14,1.084604e-15,0.0,3.3658876e-15,3.3646065e-06,1.6188579e-13,1.8226323e-13,1.6551074e-12,2.818985e-15,4.2488147e-15,1.3579878e-29,5.344242e-11,2.3084768e-11,2.0061033e-14,3.262031e-08,1.8843588e-21,1.5324783e-10,3.6357727e-14,1.3638036e-12,1.1299086e-12,0,4.684369796209462e-05
5,89,5:89,"Allah will not impose blame upon you for what is meaningless in your oaths, but He will impose blame upon you for [breaking] what you intended of oaths. So its expiation is the feeding of ten needy people from the average of that which you feed your [own] families or clothing them or the freeing of a slave. But whoever cannot find [or afford it] - then a fast of three days [is required]. That is the expiation for oaths when you have sworn. But guard your oaths. Thus does Allah make clear to you His verses that you may be grateful.",0.0006411585,0.03806314,1.0511085e-10,7.756337e-10,2.2792102e-09,3.1977507e-10,0.0,3.6747802e-10,0.36949402,4.8640336e-06,1.1659225e-12,2.5712632e-07,3.347866e-10,0.0030915716,7.9733254e-18,0.0024345207,9.21149e-07,3.7068935e-11,0.04330562,8.288894e-10,0.0012789151,2.684193e-09,0.5416825,6.461436e-09,22,1.0061621939556649
5,90,5:90,"O you who have believed, indeed, intoxicants, gambling, [sacrificing on] stone alters [to other than Allah], and divining arrows are but defilement from the work of Satan, so avoid it that you may be successful.",5.6189037e-05,0.009221142,5.0730103e-10,2.640284e-07,9.708247e-08,1.117595e-08,0.0,7.1837746e-07,0.5963988,1.1747415e-09,1.8821398e-05,9.780774e-07,3.1352098e-08,1.7602254e-06,3.6298872e-19,0.00031184457,1.7574076e-06,1.8090974e-05,0.3934534,0.0002927185,0.00022068933,2.4395252e-08,1.2627596e-07,4.2490938e-06,8,0.7263102437915818
5,91,5:91,Satan only wants to cause between you animosity and hatred through intoxicants and gambling and to avert you from the remembrance of Allah and from prayer. So will you not desist?,2.0579572e-08,3.3128235e-05,7.4727455e-12,3.6261255e-10,5.045968e-11,3.5636064e-11,0.0,1.4253486e-14,0.9947647,2.6250535e-11,2.9060873e-06,1.6706927e-05,1.9700686e-11,4.699049e-06,2.0209101e-31,1.3008277e-07,0.004430872,1.855167e-05,0.0007315057,3.6053258e-10,1.7308668e-07,1.2053869e-10,1.7984423e-09,1.5851404e-10,8,0.03534244598588593
5,92,5:92,And obey Allah and obey the Messenger and beware. And if you turn away - then know that upon Our Messenger is only [the responsibility for] clear notification.,3.2829172e-07,3.318919e-06,1.0057823e-12,1.8494466e-09,6.4597354e-09,4.1167048e-10,0.0,1.0724762e-13,0.99972916,1.652234e-08,3.4259238e-11,7.757263e-08,5.134597e-08,2.999979e-09,1.5119165e-33,1.594976e-06,4.8476143e-09,5.08904e-10,0.00025238632,1.08805725e-05,3.9577883e-10,4.6661089e-07,1.6091334e-09,6.802199e-11,8,0.0025637300239385614
5,93,5:93,"There is not upon those who believe and do righteousness [any] blame concerning what they have eaten [in the past] if they [now] fear Allah and believe and do righteous deeds, and then fear Allah and believe, and then fear Allah and do good; and Allah loves the doers of good.",0.4171706,0.0005070047,8.161328e-08,3.659883e-09,3.558921e-10,3.1493582e-13,0.0,1.6064692e-12,0.00032981607,1.089222e-09,2.6910918e-10,3.5373349e-09,3.5023633e-13,8.102354e-09,9.065926e-19,9.521321e-05,1.7720813e-08,6.3293724e-12,0.001840521,1.0049379e-13,1.7035141e-05,1.2236208e-12,0.58004194,5.7373692e-09,22,0.6997908215735796
5,94,5:94,"O you who have believed, Allah will surely test you through something of the game that your hands and spears [can] reach, that Allah may make evident those who fear Him unseen. And whoever transgresses after that - for him is a painful punishment.",1.943286e-05,0.0002395295,1.1350652e-07,2.3936747e-07,2.2970818e-05,1.416821e-07,0.0,1.5900241e-07,0.9538973,7.110973e-08,1.3540989e-05,1.4722173e-05,7.665174e-05,0.020922303,2.9353254e-19,0.0014471841,0.00081924436,4.240329e-08,0.022523722,8.435181e-09,7.7315343e-07,5.92213e-11,1.2804796e-07,9.8477834e-08,8,0.23017136204899616
5,95,5:95,"O you who have believed, do not kill game while you are in the state of ihram. And whoever of you kills it intentionally - the penalty is an equivalent from sacrificial animals to what he killed, as judged by two just men among you as an offering [to Allah] delivered to the Ka'bah, or an expiation: the feeding of needy people or the equivalent of that in fasting, that he may taste the consequence of his deed. Allah has pardoned what is past; but whoever returns [to violation], then Allah will take retribution from him. And Allah is Exalted in Might and Owner of Retribution.",0.56214017,0.18852049,2.0575332e-08,4.850322e-06,3.205511e-07,2.3827228e-08,0.0,1.5228786e-12,0.028967738,6.837614e-09,4.4699092e-07,5.3530703e-06,7.5356485e-09,0.13064012,2.7047387e-10,1.623187e-05,0.00030146938,1.3076494e-06,0.07441266,2.4363932e-14,2.5769302e-06,6.3514377e-10,0.006762203,0.008224388,0,1.2762483731614094
5,96,5:96,"Lawful to you is game from the sea and its food as provision for you and the travelers, but forbidden to you is game from the land as long as you are in the state of ihram. And fear Allah to whom you will be gathered.",0.97571033,0.02420345,6.525642e-09,4.2630105e-12,5.875797e-11,8.0711005e-10,0.0,4.245219e-07,7.167296e-07,8.06966e-16,3.4725903e-13,8.1731315e-09,1.5521366e-15,1.586845e-12,1.3793721e-08,2.8503104e-08,7.206611e-07,1.2857707e-07,8.4890096e-05,1.1409218e-14,5.0482063e-09,1.6331926e-13,1.6123121e-14,8.872346e-12,0,0.1148850969755
5,97,5:97,"Allah has made the Ka'bah, the Sacred House, standing for the people and [has sanctified] the sacred months and the sacrificial animals and the garlands [by which they are identified]. That is so you may know that Allah knows what is in the heavens and what is in the earth and that Allah is Knowing of all things.",0.00016583434,0.6784431,8.943664e-06,2.733485e-07,0.18115182,4.1924466e-08,0.0,0.00026423737,0.00042574698,3.3295186e-07,4.2188443e-05,0.00025336543,4.134946e-10,3.8010953e-07,4.6537542e-07,5.2860827e-07,1.4234682e-07,1.1164018e-08,0.13879117,6.84099e-06,0.00044335914,5.4766365e-11,5.7005134e-12,4.2242507e-07,1,0.8598663082211486
5,98,5:98,Know that Allah is severe in penalty and that Allah is Forgiving and Merciful.,4.1670906e-10,6.0738614e-05,7.6400585e-15,1.2882002e-08,6.868552e-13,1.6797675e-12,0.0,5.8433296e-15,0.00011815083,1.4811427e-09,1.1721389e-12,5.9617734e-11,6.1130064e-12,0.9992678,3.9641468e-19,2.5638447e-10,3.2231012e-10,3.0035344e-13,0.00052524224,2.3773305e-15,5.600702e-09,2.4379384e-05,1.2634493e-06,1.3159806e-07,13,0.0066351622774131515
5,99,5:99,Not upon the Messenger is [responsibility] except [for] notification. And Allah knows whatever you reveal and whatever you conceal.,4.5290126e-11,0.8430808,4.0670564e-08,3.2124146e-07,4.4022218e-07,5.8220893e-12,0.0,1.0535184e-15,0.10043462,8.145563e-07,6.952221e-13,1.7542268e-05,1.1074858e-08,1.1745416e-06,1.819793e-18,5.2667024e-06,1.2761084e-10,7.191704e-13,0.056458768,4.992527e-12,2.8162773e-07,8.40068e-12,1.0467641e-08,3.1461949e-09,1,0.5373077692897924
5,100,5:100,"Say, ""Not equal are the evil and the good, although the abundance of evil might impress you."" So fear Allah, O you of understanding, that you may be successful.",1.2006498e-12,1.9307154e-07,2.4509725e-14,1.4413644e-13,1.8710161e-12,2.7274444e-14,0.0,1.03534416e-13,0.0007535639,3.331835e-12,2.632417e-09,5.7081735e-12,4.737739e-17,1.15715665e-07,4.325953e-33,3.418e-11,2.2405085e-05,2.5876003e-12,3.996255e-06,5.692772e-14,2.0737655e-08,0.99922216,9.505057e-14,2.1270012e-11,21,0.0064909893257875575
5,101,5:101,"O you who have believed, do not ask about things which, if they are shown to you, will distress you. But if you ask about them while the Qur'an is being revealed, they will be shown to you. Allah has pardoned that which is past; and Allah is Forgiving and Forbearing.",8.166027e-09,0.016881527,2.7945316e-07,3.0356246e-06,1.2956376e-07,4.3446315e-07,0.0,2.317213e-10,0.8375289,0.00019900994,5.776151e-09,0.0066638687,0.0023972162,0.0010173477,6.983894e-24,0.008499647,1.1330671e-06,6.8216553e-13,0.06697282,1.6746746e-12,7.5664375e-10,2.5659861e-11,0.059558686,0.0002784841,8,0.6658909777233085
5,102,5:102,A people asked such [questions] before you; then they became thereby disbelievers.,3.7693e-07,0.0011003341,1.1083818e-08,6.8336645e-05,9.304859e-09,8.864544e-09,0.0,1.2061728e-11,0.0017710518,2.2335163e-08,0.07658171,1.7331266e-07,1.0502565e-07,1.842711e-05,1.0524143e-14,0.8689642,5.0729216e-07,9.36161e-09,0.051491074,1.930648e-08,2.289011e-10,5.022407e-10,3.4938992e-08,1.7301616e-06,15,0.4911741150206682
5,103,5:103,"Allah has not appointed [such innovations as] bahirah or sa'ibah or wasilah or ham. But those who disbelieve invent falsehood about Allah, and most of them do not reason.",7.548661e-07,7.4319774e-05,7.357443e-07,1.1282845e-05,1.0926905e-06,3.8138146e-09,0.0,1.2674105e-09,0.8355759,8.193763e-10,0.020231536,2.2384924e-05,0.0015184479,3.1612976e-06,1.581707e-28,0.1417339,1.1027317e-06,1.7472392e-07,0.00080247683,2.0246098e-05,4.6157922e-08,1.8533461e-08,1.1786158e-08,4.890378e-06,8,0.5229550241341403
5,104,5:104,"And when it is said to them, ""Come to what Allah has revealed and to the Messenger,"" they say, ""Sufficient for us is that upon which we found our fathers."" Even though their fathers knew nothing, nor were they guided?",5.08897e-07,0.00021928787,6.121426e-06,1.4333634e-07,1.2938681e-09,5.719145e-09,0.0,7.172697e-11,0.60681766,0.00014788937,7.785913e-05,2.3158721e-08,0.0029448716,1.4112718e-05,6.1679216e-24,0.34089023,2.5923592e-07,1.7463198e-07,0.048881125,1.3749084e-13,4.1728396e-07,4.104329e-12,1.6514572e-10,6.652702e-08,8,0.838832384511681
5,105,5:105,"O you who have believed, upon you is [responsibility for] yourselves. Those who have gone astray will not harm you when you have been guided. To Allah is you return all together; then He will inform you of what you used to do.",4.5064902e-10,7.965409e-06,3.359907e-09,6.189353e-07,3.0900166e-10,6.7657074e-12,0.0,2.9177637e-12,0.008211722,3.3032015e-09,4.100014e-10,3.5083079e-09,1.6979183e-09,2.6381696e-07,2.4641573e-26,2.6087787e-06,4.8627408e-11,1.6428725e-12,0.002913273,9.095813e-13,3.2223146e-10,3.8852057e-11,0.98886245,4.4470653e-08,22,0.06765956266548293
5,106,5:106,"O you who have believed, testimony [should be taken] among you when death approaches one of you at the time of bequest - [that of] two just men from among you or two others from outside if you are traveling through the land and the disaster of death should strike you. Detain them after the prayer and let them both swear by Allah if you doubt [their testimony, saying], ""We will not exchange our oath for a price, even if he should be a near relative, and we will not withhold the testimony of Allah. Indeed, we would then be of the sinful.""",9.078985e-09,0.0434456,9.981437e-09,5.308212e-06,2.7062751e-11,2.2146306e-08,0.0,9.307507e-12,0.019475339,4.6525113e-07,5.845596e-10,9.127024e-06,8.334741e-10,3.284748e-06,3.357704e-16,0.080877766,0.037788834,2.2095075e-09,0.7820935,1.7186633e-13,2.0101266e-05,0.0010860803,1.314023e-09,0.035194863,18,0.8580063169323392
5,107,5:107,"But if it is found that those two were guilty of perjury, let two others stand in their place [who are] foremost [in claim] from those who have a lawful right. And let them swear by Allah, ""Our testimony is truer than their testimony, and we have not transgressed. Indeed, we would then be of the wrongdoers.""",3.5784857e-09,0.027187767,3.7542737e-08,9.944723e-09,9.0903726e-12,4.0197216e-07,0.0,9.296648e-12,0.0029462646,2.0892263e-07,6.8210086e-12,5.691294e-07,2.693084e-10,2.453591e-07,3.3445847e-18,0.96625036,0.00040619794,2.1975689e-11,0.0032098247,1.6941789e-16,2.7152653e-08,1.8105281e-11,2.4779964e-10,9.433247e-14,15,0.16997733499441026
5,108,5:108,"That is more likely that they will give testimony according to its [true] objective, or [at least] they would fear that [other] oaths might be taken after their oaths. And fear Allah and listen; and Allah does not guide the defiantly disobedient people.",2.7173257e-09,0.004702302,8.8685846e-13,2.2478666e-09,6.052855e-14,8.7781576e-10,0.0,4.3289355e-13,0.042841602,3.4128586e-08,1.5866392e-12,4.6429175e-08,5.9534305e-12,1.7741783e-08,1.4754717e-21,0.9471422,9.601523e-06,8.3240765e-15,0.005303342,1.8134372e-12,2.3611857e-10,2.6341734e-10,6.516232e-11,6.5906726e-13,15,0.2394992444220963
5,109,5:109,"[Be warned of] the Day when Allah will assemble the messengers and say, ""What was the response you received?"" They will say, ""We have no knowledge. Indeed, it is You who is Knower of the unseen""",1.7477918e-08,6.6194452e-06,4.336249e-09,3.844229e-07,1.7965731e-06,3.2769346e-08,0.0,4.1770177e-12,0.9958734,2.6968376e-09,1.062603e-09,0.00021464653,0.0005789424,3.2010278e-06,3.4382163e-34,0.0004950333,1.0117692e-06,3.473074e-09,0.0028269386,2.8597636e-08,1.0879347e-09,3.1013292e-10,1.3463693e-10,1.5591521e-06,8,0.030789748929890486
5,110,5:110,"[The Day] when Allah will say, ""O Jesus, Son of Mary, remember My favor upon you and upon your mother when I supported you with the Pure Spirit and you spoke to the people in the cradle and in maturity; and [remember] when I taught you writing and wisdom and the Torah and the Gospel; and when you designed from clay [what was] like the form of a bird with My permission, then you breathed into it, and it became a bird with My permission; and you healed the blind and the leper with My permission; and when you brought forth the dead with My permission; and when I restrained the Children of Israel from [killing] you when you came to them with clear proofs and those who disbelieved among them said, ""This is not but obvious magic.""",1.65349e-14,1.0623801e-09,1.6970981e-14,2.6669542e-09,1.6199451e-13,8.1755e-17,0.0,4.120993e-18,1.4992167e-05,1.3986094e-10,1.4919779e-11,0.99998474,2.608934e-09,9.335918e-12,7.502039e-30,4.862176e-07,6.0660386e-11,1.3706137e-14,2.0692465e-07,1.7185108e-15,1.8941474e-12,1.8030402e-14,1.8912161e-12,1.9918305e-12,11,0.00019217592791024408
5,111,5:111,"And [remember] when I inspired to the disciples, ""Believe in Me and in My messenger Jesus."" They said, ""We have believed, so bear witness that indeed we are Muslims [in submission to Allah].""",3.9180765e-07,3.1736573e-07,8.091869e-05,2.3949625e-07,2.1776339e-10,3.7509933e-09,0.0,1.5464121e-12,0.9701358,5.812179e-09,1.7080413e-07,1.3193385e-07,0.00019962278,8.815175e-09,2.0965915e-33,0.028317759,0.00014848632,4.0406882e-09,0.0010230765,8.0706086e-10,1.110481e-08,1.474116e-06,9.103626e-05,1.8468027e-09,8,0.14204797065318825
5,112,5:112,"[And remember] when the disciples said, ""O Jesus, Son of Mary, can your Lord send down to us a table [spread with food] from the heaven? [Jesus] said,"" Fear Allah, if you should be believers.""",0.0035947505,2.7369045e-09,1.3341267e-07,1.3525849e-07,4.841259e-08,1.8812747e-09,0.0,1.5732932e-07,0.9960026,1.5181553e-07,2.681021e-09,5.001556e-07,0.00015265257,2.8046527e-09,1.170927e-36,0.00011334661,2.6372063e-05,1.995295e-08,8.476778e-05,8.237414e-11,1.7778868e-05,2.1984023e-08,7.054432e-06,3.4656629e-09,8,0.027961933448881857
5,113,5:113,"They said, ""We wish to eat from it and let our hearts be reassured and know that you have been truthful to us and be among its witnesses.""",0.9868878,0.0020325514,7.924676e-06,4.5988802e-10,4.4815786e-11,3.9100865e-08,0.0,1.3545928e-08,4.8439194e-08,9.779304e-10,1.050355e-10,1.2904275e-09,2.285302e-11,7.450487e-12,2.98172e-12,2.8942399e-05,2.21736e-09,4.164725e-09,0.011040388,1.9081579e-13,1.2594018e-07,2.3008624e-12,7.841448e-11,3.604159e-09,0,0.07577420131856122
5,114,5:114,"Said Jesus, the son of Mary, ""O Allah, our Lord, send down to us a table [spread with food] from the heaven to be for us a festival for the first of us and the last of us and a sign from You. And provide for us, and You are the best of providers.""",0.00055011327,0.0015508439,0.00038550288,2.0120751e-05,6.029853e-07,7.5173885e-09,0.0,4.7959308e-08,0.10718979,0.0005077208,1.3850197e-07,0.089280024,1.6989566e-07,1.4531218e-08,1.2997694e-17,1.9317782e-05,4.4433395e-06,3.4754861e-09,0.7964305,2.5567702e-05,0.004036417,1.4726869e-08,2.433882e-09,1.8831147e-07,18,0.680413335086995
5,115,5:115,"Allah said, ""Indeed, I will sent it down to you, but whoever disbelieves afterwards from among you - then indeed will I punish him with a punishment by which I have not punished anyone among the worlds.""",1.8203162e-08,4.3536525e-09,3.3464614e-10,1.4578856e-08,2.451597e-08,5.931558e-11,0.0,1.5056225e-15,0.0059965127,7.821321e-09,4.912077e-09,6.1186785e-11,0.9926192,0.0010562532,9.23097e-39,0.00033067525,1.8005077e-10,5.106951e-10,5.845538e-07,2.3671278e-11,2.2690624e-07,9.771327e-17,1.1531103e-09,5.7176e-08,12,0.04793799074813057
5,116,5:116,"And [beware the Day] when Allah will say, ""O Jesus, Son of Mary, did you say to the people, 'Take me and my mother as deities besides Allah?'"" He will say, ""Exalted are You! It was not for me to say that to which I have no right. If I had said it, You would have known it. You know what is within myself, and I do not know what is within Yourself. Indeed, it is You who is Knower of the unseen.",2.7083757e-08,3.7861318e-07,1.065522e-08,3.65531e-07,0.0902749,2.7933469e-08,0.0,1.0443859e-10,0.9003696,0.0052554514,0.00015580954,4.443325e-05,0.0001174059,4.6292138e-07,7.242538e-32,0.0005814922,7.586775e-05,2.5425928e-10,0.0031232212,3.31677e-12,1.2099951e-08,1.11500595e-08,1.8227464e-10,3.982724e-07,8,0.3651469501480006
5,117,5:117,"I said not to them except what You commanded me - to worship Allah, my Lord and your Lord. And I was a witness over them as long as I was among them; but when You took me up, You were the Observer over them, and You are, over all things, Witness.",5.511401e-05,1.8656701e-05,1.5415754e-06,1.02589155e-08,2.4551373e-06,9.023482e-05,0.0,4.6517873e-13,0.99326324,2.8144822e-08,1.6845581e-08,1.5403731e-10,2.1442163e-10,1.0247148e-07,9.170716e-29,0.00051972934,4.79021e-07,4.677012e-08,0.006046127,1.8262424e-15,6.0834022e-09,8.330165e-10,8.256776e-08,8.166864e-10,8,0.04317818280403227
5,118,5:118,"If You should punish them - indeed they are Your servants; but if You forgive them - indeed it is You who is the Exalted in Might, the Wise.",4.848134e-08,0.00067334983,1.4735474e-07,1.2650173e-05,1.1704586e-05,3.4916985e-09,0.0,7.8401924e-11,1.341917e-05,1.5915579e-09,5.755608e-09,8.8318325e-10,1.8377492e-11,0.9318323,5.3916708e-17,3.3258768e-06,4.2805994e-09,2.4608064e-09,0.065947086,6.248043e-14,1.0393723e-06,6.129077e-10,0.0015018227,2.7590978e-08,13,0.26026078979736794
5,119,5:119,"Allah will say, ""This is the Day when the truthful will benefit from their truthfulness."" For them are gardens [in Paradise] beneath which rivers flow, wherein they will abide forever, Allah being pleased with them, and they with Him. That is the great attainment.",1.3291225e-08,0.00016630821,5.4453286e-10,7.8126817e-07,4.8964207e-08,3.610671e-15,0.0,1.9801902e-08,0.013879269,9.363895e-09,5.4351417e-09,0.9501457,3.2125938e-10,1.0603804e-08,2.9491683e-24,0.02357919,5.187147e-06,2.853985e-10,0.012222087,5.273038e-12,2.9399683e-09,6.4777246e-09,6.9194273e-09,1.3292734e-10,11,0.25167323206604497
5,120,5:120,To Allah belongs the dominion of the heavens and the earth and whatever is within them. And He is over all things competent.,8.392416e-12,3.6566855e-10,3.6494196e-13,1.657238e-10,0.99996567,6.0353516e-15,0.0,1.17766845e-14,3.5366946e-05,2.1423572e-13,2.3814224e-09,8.187193e-12,4.4020503e-16,3.538974e-13,1.9541572e-32,3.0311023e-12,1.4056569e-13,1.3416337e-15,1.8396952e-08,8.348853e-14,2.2577027e-12,1.3586444e-16,3.4754643e-14,2.9187213e-12,4,0.00039722106576540344
6,1,6:1,"[All] praise is [due] to Allah, who created the heavens and the earth and made the darkness and the light. Then those who disbelieve equate [others] with their Lord.",1.9404062e-11,1.3159012e-06,8.590598e-09,3.9610114e-07,0.91320974,8.7337304e-11,0.0,2.332687e-12,0.085647464,2.6052145e-09,5.0062545e-06,5.439505e-06,1.8740476e-09,4.904216e-08,2.2049921e-26,7.181288e-05,3.1681776e-07,1.1242576e-07,0.0010499101,1.4973047e-09,6.286434e-08,7.7044815e-06,2.2914511e-08,4.2832907e-11,4,0.30152710878372074
6,2,6:2,It is He who created you from clay and then decreed a term and a specified time [known] to Him; then [still] you are in dispute.,2.2166666e-09,0.009774752,6.299778e-09,4.939634e-05,6.313436e-11,9.6622335e-11,0.0,1.2174206e-17,3.817399e-07,6.8920765e-11,0.9896097,3.5468659e-06,9.028051e-15,1.6680385e-11,3.3472498e-12,2.1020257e-06,3.0830392e-07,6.6239856e-08,0.00055846944,3.1753639e-15,2.1816748e-10,1.1421732e-11,2.0643216e-12,1.0041615e-10,10,0.06032963408287059
